name	gene	mrna	cds_count	strand	status	type	middle_point	center	chrom	start	end	width	candidate_exon	candidate_updown	cnvplex_format	critical_region_raw	critical_region_merge	cds	start_codon	stop_codon
56-EEF2K-1	EEF2K	NM_013302	17	+	two_cover	start_codon	22237051	22237051	chr16	22236051	22238051	2001	.	56-EEF2K-1-expand2K,chr16:22235051-22239051;56-EEF2K-1-expand5K,chr16:22232051-22242051	56-EEF2K-1,chr16:22236051-22238051	chr16:22043878-22380197	chr16:22043878-22380197	chr16:22237051-22237296,chr16:22255951-22256051,chr16:22260076-22260136,chr16:22261975-22262012,chr16:22262472-22262643,chr16:22268069-22268218,chr16:22268574-22268706,chr16:22268964-22269091,chr16:22269815-22270016,chr16:22271783-22271850,chr16:22274431-22274508,chr16:22276139-22276201,chr16:22277711-22277845,chr16:22278009-22278197,chr16:22284947-22285071,chr16:22291519-22291697,chr16:22295208-22295314	chr16:22237051-22237053	chr16:22295315-22295317
56-EEF2K-2	EEF2K	NM_013302	17	+	two_cover	closest_CDS	22266184	22268143	chr16	22268069	22268218	150	56-EEF2K-2-candidate_CDS11,chr16:22271783-22271850;56-EEF2K-2-candidate_CDS4,chr16:22260076-22260136;56-EEF2K-2-candidate_CDS10,chr16:22269815-22270016;56-EEF2K-2-candidate_CDS12,chr16:22274431-22274508;56-EEF2K-2-candidate_CDS6,chr16:22262472-22262643;56-EEF2K-2-candidate_CDS13,chr16:22276139-22276201;56-EEF2K-2-candidate_CDS9,chr16:22268964-22269091;56-EEF2K-2-candidate_CDS3,chr16:22255951-22256051;56-EEF2K-2-candidate_CDS14,chr16:22277711-22277845;56-EEF2K-2-candidate_CDS8,chr16:22268574-22268706;56-EEF2K-2-candidate_CDS15,chr16:22278009-22278197;56-EEF2K-2-candidate_CDS16,chr16:22284947-22285071;56-EEF2K-2-candidate_CDS17,chr16:22291519-22291697;56-EEF2K-2-candidate_CDS2,chr16:22237051-22237296;56-EEF2K-2-candidate_CDS7,chr16:22268069-22268218;56-EEF2K-2-candidate_CDS18,chr16:22295208-22295314	.	56-EEF2K-2,chr16:22268069-22268218	chr16:22043878-22380197	chr16:22043878-22380197	chr16:22237051-22237296,chr16:22255951-22256051,chr16:22260076-22260136,chr16:22261975-22262012,chr16:22262472-22262643,chr16:22268069-22268218,chr16:22268574-22268706,chr16:22268964-22269091,chr16:22269815-22270016,chr16:22271783-22271850,chr16:22274431-22274508,chr16:22276139-22276201,chr16:22277711-22277845,chr16:22278009-22278197,chr16:22284947-22285071,chr16:22291519-22291697,chr16:22295208-22295314	chr16:22237051-22237053	chr16:22295315-22295317
56-EEF2K-3	EEF2K	NM_013302	17	+	two_cover	stop_codon	22295317	22295317	chr16	22294317	22296317	2001	.	56-EEF2K-3-expand2K,chr16:22293317-22297317;56-EEF2K-3-expand5K,chr16:22290317-22300317	56-EEF2K-3,chr16:22294317-22296317	chr16:22043878-22380197	chr16:22043878-22380197	chr16:22237051-22237296,chr16:22255951-22256051,chr16:22260076-22260136,chr16:22261975-22262012,chr16:22262472-22262643,chr16:22268069-22268218,chr16:22268574-22268706,chr16:22268964-22269091,chr16:22269815-22270016,chr16:22271783-22271850,chr16:22274431-22274508,chr16:22276139-22276201,chr16:22277711-22277845,chr16:22278009-22278197,chr16:22284947-22285071,chr16:22291519-22291697,chr16:22295208-22295314	chr16:22237051-22237053	chr16:22295315-22295317
58-SH2B1-1	SH2B1	NM_001145795	8	+	two_cover	start_codon	28877416	28877416	chr16	28876416	28878416	2001	.	58-SH2B1-1-expand2K,chr16:28875416-28879416;58-SH2B1-1-expand5K,chr16:28872416-28882416	58-SH2B1-1,chr16:28876416-28878416	chr16:28861531-28998957	chr16:28861531-28998957	chr16:28877416-28878354,chr16:28878652-28878753,chr16:28880327-28880418,chr16:28880529-28880704,chr16:28883101-28883304,chr16:28883511-28883722,chr16:28883855-28884026,chr16:28884768-28885138	chr16:28877416-28877418	chr16:28885139-28885141
58-SH2B1-2	SH2B1	NM_001145795	8	+	two_cover	closest_CDS	28881278	28880616	chr16	28880529	28880704	176	58-SH2B1-2-candidate_CDS6,chr16:28883101-28883304;58-SH2B1-2-candidate_CDS3,chr16:28878652-28878753;58-SH2B1-2-candidate_CDS8,chr16:28883855-28884026;58-SH2B1-2-candidate_CDS4,chr16:28880327-28880418;58-SH2B1-2-candidate_CDS2,chr16:28877416-28878354;58-SH2B1-2-candidate_CDS5,chr16:28880529-28880704;58-SH2B1-2-candidate_CDS9,chr16:28884768-28885138	.	58-SH2B1-2,chr16:28880529-28880704	chr16:28861531-28998957	chr16:28861531-28998957	chr16:28877416-28878354,chr16:28878652-28878753,chr16:28880327-28880418,chr16:28880529-28880704,chr16:28883101-28883304,chr16:28883511-28883722,chr16:28883855-28884026,chr16:28884768-28885138	chr16:28877416-28877418	chr16:28885139-28885141
58-SH2B1-3	SH2B1	NM_001145795	8	+	two_cover	stop_codon	28885141	28885141	chr16	28884141	28886141	2001	.	58-SH2B1-3-expand2K,chr16:28883141-28887141;58-SH2B1-3-expand5K,chr16:28880141-28890141	58-SH2B1-3,chr16:28884141-28886141	chr16:28861531-28998957	chr16:28861531-28998957	chr16:28877416-28878354,chr16:28878652-28878753,chr16:28880327-28880418,chr16:28880529-28880704,chr16:28883101-28883304,chr16:28883511-28883722,chr16:28883855-28884026,chr16:28884768-28885138	chr16:28877416-28877418	chr16:28885139-28885141
59-TBX6-1	TBX6	NM_004608	8	-	no_cover	start_codon	30102514	30102514	chr16	30101514	30103514	2001	.	59-TBX6-1-expand2K,chr16:30100514-30104514;59-TBX6-1-expand5K,chr16:30097514-30107514	59-TBX6-1,chr16:30101514-30103514	chr16:29841161-30097178	chr16:29841161-30097178	chr16:30102397-30102514,chr16:30102079-30102313,chr16:30100264-30100531,chr16:30100014-30100160,chr16:30099866-30099936,chr16:30098099-30098172,chr16:30097833-30098016,chr16:30097549-30097759	chr16:30102512-30102514	chr16:30097546-30097548
59-TBX6-2	TBX6	NM_004608	8	-	no_cover	closest_CDS	30100030	30100087	chr16	30100014	30100160	147	59-TBX6-2-candidate_CDS8,chr16:30097833-30098016;59-TBX6-2-candidate_CDS4,chr16:30100264-30100531;59-TBX6-2-candidate_CDS3,chr16:30102079-30102313;59-TBX6-2-candidate_CDS9,chr16:30097549-30097759;59-TBX6-2-candidate_CDS6,chr16:30099866-30099936;59-TBX6-2-candidate_CDS2,chr16:30102397-30102514;59-TBX6-2-candidate_CDS5,chr16:30100014-30100160	.	59-TBX6-2,chr16:30100014-30100160	chr16:29841161-30097178	chr16:29841161-30097178	chr16:30102397-30102514,chr16:30102079-30102313,chr16:30100264-30100531,chr16:30100014-30100160,chr16:30099866-30099936,chr16:30098099-30098172,chr16:30097833-30098016,chr16:30097549-30097759	chr16:30102512-30102514	chr16:30097546-30097548
59-TBX6-3	TBX6	NM_004608	8	-	no_cover	stop_codon	30097546	30097546	chr16	30096546	30098546	2001	.	59-TBX6-3-expand2K,chr16:30095546-30099546;59-TBX6-3-expand5K,chr16:30092546-30102546	59-TBX6-3,chr16:30096546-30098546	chr16:29841161-30097178	chr16:29841161-30097178	chr16:30102397-30102514,chr16:30102079-30102313,chr16:30100264-30100531,chr16:30100014-30100160,chr16:30099866-30099936,chr16:30098099-30098172,chr16:30097833-30098016,chr16:30097549-30097759	chr16:30102512-30102514	chr16:30097546-30097548
63-PMP22-1	PMP22	NM_000304	4	-	two_cover	start_codon	15164044	15164044	chr17	15163044	15165044	2001	.	63-PMP22-1-expand2K,chr17:15162044-15166044;63-PMP22-1-expand5K,chr17:15159044-15169044	63-PMP22-1,chr17:15163044-15165044	chr17:14574435-15442066	chr17:14574435-15442066	chr17:15163967-15164044,chr17:15162411-15162510,chr17:15142788-15142928,chr17:15134237-15134397	chr17:15164042-15164044	chr17:15134234-15134236
63-PMP22-2	PMP22	NM_000304	4	-	two_cover	closest_CDS	15149139	15142858	chr17	15142788	15142928	141	63-PMP22-2-candidate_CDS3,chr17:15162411-15162510;63-PMP22-2-candidate_CDS2,chr17:15163967-15164044;63-PMP22-2-candidate_CDS4,chr17:15142788-15142928	.	63-PMP22-2,chr17:15142788-15142928	chr17:14574435-15442066	chr17:14574435-15442066	chr17:15163967-15164044,chr17:15162411-15162510,chr17:15142788-15142928,chr17:15134237-15134397	chr17:15164042-15164044	chr17:15134234-15134236
63-PMP22-3	PMP22	NM_000304	4	-	two_cover	stop_codon	15134234	15134234	chr17	15133234	15135234	2001	.	63-PMP22-3-expand2K,chr17:15132234-15136234;63-PMP22-3-expand5K,chr17:15129234-15139234	63-PMP22-3,chr17:15133234-15135234	chr17:14574435-15442066	chr17:14574435-15442066	chr17:15163967-15164044,chr17:15162411-15162510,chr17:15142788-15142928,chr17:15134237-15134397	chr17:15164042-15164044	chr17:15134234-15134236
65-NF1-1	NF1	NM_000267	57	+	two_cover	start_codon	29422328	29422328	chr17	29421328	29423328	2001	.	65-NF1-1-expand2K,chr17:29420328-29424328;65-NF1-1-expand5K,chr17:29417328-29427328	65-NF1-1,chr17:29421328-29423328	chr17:29385382-30214286	chr17:29385382-30214286	chr17:29422328-29422387,chr17:29483001-29483144,chr17:29486028-29486111,chr17:29490204-29490394,chr17:29496909-29497015,chr17:29508440-29508507,chr17:29508728-29508803,chr17:29509526-29509683,chr17:29527440-29527613,chr17:29528055-29528177,chr17:29528429-29528503,chr17:29533258-29533389,chr17:29541469-29541603,chr17:29546023-29546136,chr17:29548868-29548947,chr17:29550462-29550585,chr17:29552113-29552268,chr17:29553453-29553702,chr17:29554236-29554309,chr17:29554541-29554624,chr17:29556043-29556483,chr17:29556853-29556992,chr17:29557278-29557400,chr17:29557860-29557943,chr17:29559091-29559207,chr17:29559718-29559899,chr17:29560020-29560231,chr17:29562629-29562790,chr17:29562936-29563039,chr17:29576002-29576137,chr17:29585362-29585520,chr17:29586050-29586147,chr17:29587387-29587533,chr17:29588729-29588875,chr17:29592247-29592357,chr17:29652838-29653270,chr17:29654517-29654857,chr17:29657314-29657516,chr17:29661856-29662049,chr17:29663351-29663491,chr17:29663653-29663932,chr17:29664386-29664600,chr17:29664837-29664898,chr17:29665043-29665157,chr17:29665722-29665823,chr17:29667523-29667663,chr17:29670027-29670153,chr17:29676138-29676269,chr17:29677201-29677336,chr17:29679275-29679432,chr17:29683478-29683600,chr17:29683978-29684108,chr17:29684287-29684387,chr17:29685498-29685640,chr17:29685987-29686033,chr17:29687505-29687721,chr17:29701031-29701170	chr17:29422328-29422330	chr17:29701171-29701173
65-NF1-2	NF1	NM_000267	57	+	two_cover	closest_CDS	29561750	29562709	chr17	29562629	29562790	162	65-NF1-2-candidate_CDS7,chr17:29508728-29508803;65-NF1-2-candidate_CDS9,chr17:29527440-29527613;65-NF1-2-candidate_CDS10,chr17:29528055-29528177;65-NF1-2-candidate_CDS11,chr17:29528429-29528503;65-NF1-2-candidate_CDS35,chr17:29592247-29592357;65-NF1-2-candidate_CDS12,chr17:29533258-29533389;65-NF1-2-candidate_CDS34,chr17:29588729-29588875;65-NF1-2-candidate_CDS33,chr17:29587387-29587533;65-NF1-2-candidate_CDS32,chr17:29586050-29586147;65-NF1-2-candidate_CDS31,chr17:29585362-29585520;65-NF1-2-candidate_CDS13,chr17:29541469-29541603;65-NF1-2-candidate_CDS14,chr17:29546023-29546136;65-NF1-2-candidate_CDS30,chr17:29576002-29576137;65-NF1-2-candidate_CDS15,chr17:29548868-29548947;65-NF1-2-candidate_CDS6,chr17:29508440-29508507;65-NF1-2-candidate_CDS16,chr17:29550462-29550585;65-NF1-2-candidate_CDS17,chr17:29552113-29552268;65-NF1-2-candidate_CDS5,chr17:29496909-29497015;65-NF1-2-candidate_CDS4,chr17:29490204-29490394;65-NF1-2-candidate_CDS3,chr17:29486028-29486111;65-NF1-2-candidate_CDS2,chr17:29483001-29483144;65-NF1-2-candidate_CDS18,chr17:29553453-29553702;65-NF1-2-candidate_CDS36,chr17:29652838-29653270;65-NF1-2-candidate_CDS19,chr17:29554236-29554309;65-NF1-2-candidate_CDS20,chr17:29554541-29554624;65-NF1-2-candidate_CDS21,chr17:29556043-29556483;65-NF1-2-candidate_CDS22,chr17:29556853-29556992;65-NF1-2-candidate_CDS23,chr17:29557278-29557400;65-NF1-2-candidate_CDS24,chr17:29557860-29557943;65-NF1-2-candidate_CDS25,chr17:29559091-29559207;65-NF1-2-candidate_CDS26,chr17:29559718-29559899;65-NF1-2-candidate_CDS27,chr17:29560020-29560231;65-NF1-2-candidate_CDS29,chr17:29562936-29563039;65-NF1-2-candidate_CDS37,chr17:29654517-29654857;65-NF1-2-candidate_CDS38,chr17:29657314-29657516;65-NF1-2-candidate_CDS39,chr17:29661856-29662049;65-NF1-2-candidate_CDS40,chr17:29663351-29663491;65-NF1-2-candidate_CDS41,chr17:29663653-29663932;65-NF1-2-candidate_CDS42,chr17:29664386-29664600;65-NF1-2-candidate_CDS43,chr17:29664837-29664898;65-NF1-2-candidate_CDS44,chr17:29665043-29665157;65-NF1-2-candidate_CDS45,chr17:29665722-29665823;65-NF1-2-candidate_CDS46,chr17:29667523-29667663;65-NF1-2-candidate_CDS47,chr17:29670027-29670153;65-NF1-2-candidate_CDS48,chr17:29676138-29676269;65-NF1-2-candidate_CDS49,chr17:29677201-29677336;65-NF1-2-candidate_CDS50,chr17:29679275-29679432;65-NF1-2-candidate_CDS51,chr17:29683478-29683600;65-NF1-2-candidate_CDS52,chr17:29683978-29684108;65-NF1-2-candidate_CDS53,chr17:29684287-29684387;65-NF1-2-candidate_CDS54,chr17:29685498-29685640;65-NF1-2-candidate_CDS55,chr17:29685987-29686033;65-NF1-2-candidate_CDS56,chr17:29687505-29687721;65-NF1-2-candidate_CDS57,chr17:29701031-29701170;65-NF1-2-candidate_CDS1,chr17:29422328-29422387;65-NF1-2-candidate_CDS28,chr17:29562629-29562790	.	65-NF1-2,chr17:29562629-29562790	chr17:29385382-30214286	chr17:29385382-30214286	chr17:29422328-29422387,chr17:29483001-29483144,chr17:29486028-29486111,chr17:29490204-29490394,chr17:29496909-29497015,chr17:29508440-29508507,chr17:29508728-29508803,chr17:29509526-29509683,chr17:29527440-29527613,chr17:29528055-29528177,chr17:29528429-29528503,chr17:29533258-29533389,chr17:29541469-29541603,chr17:29546023-29546136,chr17:29548868-29548947,chr17:29550462-29550585,chr17:29552113-29552268,chr17:29553453-29553702,chr17:29554236-29554309,chr17:29554541-29554624,chr17:29556043-29556483,chr17:29556853-29556992,chr17:29557278-29557400,chr17:29557860-29557943,chr17:29559091-29559207,chr17:29559718-29559899,chr17:29560020-29560231,chr17:29562629-29562790,chr17:29562936-29563039,chr17:29576002-29576137,chr17:29585362-29585520,chr17:29586050-29586147,chr17:29587387-29587533,chr17:29588729-29588875,chr17:29592247-29592357,chr17:29652838-29653270,chr17:29654517-29654857,chr17:29657314-29657516,chr17:29661856-29662049,chr17:29663351-29663491,chr17:29663653-29663932,chr17:29664386-29664600,chr17:29664837-29664898,chr17:29665043-29665157,chr17:29665722-29665823,chr17:29667523-29667663,chr17:29670027-29670153,chr17:29676138-29676269,chr17:29677201-29677336,chr17:29679275-29679432,chr17:29683478-29683600,chr17:29683978-29684108,chr17:29684287-29684387,chr17:29685498-29685640,chr17:29685987-29686033,chr17:29687505-29687721,chr17:29701031-29701170	chr17:29422328-29422330	chr17:29701171-29701173
65-NF1-3	NF1	NM_000267	57	+	two_cover	stop_codon	29701173	29701173	chr17	29700173	29702173	2001	.	65-NF1-3-expand2K,chr17:29699173-29703173;65-NF1-3-expand5K,chr17:29696173-29706173	65-NF1-3,chr17:29700173-29702173	chr17:29385382-30214286	chr17:29385382-30214286	chr17:29422328-29422387,chr17:29483001-29483144,chr17:29486028-29486111,chr17:29490204-29490394,chr17:29496909-29497015,chr17:29508440-29508507,chr17:29508728-29508803,chr17:29509526-29509683,chr17:29527440-29527613,chr17:29528055-29528177,chr17:29528429-29528503,chr17:29533258-29533389,chr17:29541469-29541603,chr17:29546023-29546136,chr17:29548868-29548947,chr17:29550462-29550585,chr17:29552113-29552268,chr17:29553453-29553702,chr17:29554236-29554309,chr17:29554541-29554624,chr17:29556043-29556483,chr17:29556853-29556992,chr17:29557278-29557400,chr17:29557860-29557943,chr17:29559091-29559207,chr17:29559718-29559899,chr17:29560020-29560231,chr17:29562629-29562790,chr17:29562936-29563039,chr17:29576002-29576137,chr17:29585362-29585520,chr17:29586050-29586147,chr17:29587387-29587533,chr17:29588729-29588875,chr17:29592247-29592357,chr17:29652838-29653270,chr17:29654517-29654857,chr17:29657314-29657516,chr17:29661856-29662049,chr17:29663351-29663491,chr17:29663653-29663932,chr17:29664386-29664600,chr17:29664837-29664898,chr17:29665043-29665157,chr17:29665722-29665823,chr17:29667523-29667663,chr17:29670027-29670153,chr17:29676138-29676269,chr17:29677201-29677336,chr17:29679275-29679432,chr17:29683478-29683600,chr17:29683978-29684108,chr17:29684287-29684387,chr17:29685498-29685640,chr17:29685987-29686033,chr17:29687505-29687721,chr17:29701031-29701170	chr17:29422328-29422330	chr17:29701171-29701173
66-HNF1B-1	HNF1B	NM_000458	9	-	two_cover	start_codon	36104875	36104875	chr17	36103875	36105875	2001	.	66-HNF1B-1-expand2K,chr17:36102875-36106875;66-HNF1B-1-expand5K,chr17:36099875-36109875	66-HNF1B-1,chr17:36103875-36105875	chr17:35076189-36168104	chr17:35076189-36168104	chr17:36104532-36104875,chr17:36099431-36099630,chr17:36093550-36093814,chr17:36091586-36091821,chr17:36070511-36070671,chr17:36064924-36065056,chr17:36060988-36061182,chr17:36059082-36059200,chr17:36047378-36047395	chr17:36104873-36104875	chr17:36047375-36047377
66-HNF1B-2	HNF1B	NM_000458	9	-	two_cover	closest_CDS	36076125	36070591	chr17	36070511	36070671	161	66-HNF1B-2-candidate_CDS3,chr17:36093550-36093814;66-HNF1B-2-candidate_CDS2,chr17:36099431-36099630;66-HNF1B-2-candidate_CDS4,chr17:36091586-36091821;66-HNF1B-2-candidate_CDS1,chr17:36104532-36104875;66-HNF1B-2-candidate_CDS7,chr17:36060988-36061182;66-HNF1B-2-candidate_CDS6,chr17:36064924-36065056;66-HNF1B-2-candidate_CDS5,chr17:36070511-36070671;66-HNF1B-2-candidate_CDS9,chr17:36047378-36047395	.	66-HNF1B-2,chr17:36070511-36070671	chr17:35076189-36168104	chr17:35076189-36168104	chr17:36104532-36104875,chr17:36099431-36099630,chr17:36093550-36093814,chr17:36091586-36091821,chr17:36070511-36070671,chr17:36064924-36065056,chr17:36060988-36061182,chr17:36059082-36059200,chr17:36047378-36047395	chr17:36104873-36104875	chr17:36047375-36047377
66-HNF1B-3	HNF1B	NM_000458	9	-	two_cover	stop_codon	36047375	36047375	chr17	36046375	36048375	2001	.	66-HNF1B-3-expand2K,chr17:36045375-36049375;66-HNF1B-3-expand5K,chr17:36042375-36052375	66-HNF1B-3,chr17:36046375-36048375	chr17:35076189-36168104	chr17:35076189-36168104	chr17:36104532-36104875,chr17:36099431-36099630,chr17:36093550-36093814,chr17:36091586-36091821,chr17:36070511-36070671,chr17:36064924-36065056,chr17:36060988-36061182,chr17:36059082-36059200,chr17:36047378-36047395	chr17:36104873-36104875	chr17:36047375-36047377
67-KANSL1-1	KANSL1	NM_001193466	14	-	stop_cover	demarcation_point	44163085	44159857	chr17	44159807	44159908	102	67-KANSL1-1-candidate_CDS5,chr17:44144915-44145033;67-KANSL1-1-candidate_CDS6,chr17:44143903-44144098;67-KANSL1-1-candidate_CDS7,chr17:44127899-44128070;67-KANSL1-1-candidate_CDS8,chr17:44117068-44117250;67-KANSL1-1-candidate_CDS9,chr17:44116393-44116581;67-KANSL1-1-candidate_CDS10,chr17:44115904-44116052;67-KANSL1-1-candidate_CDS11,chr17:44111527-44111651;67-KANSL1-1-candidate_CDS12,chr17:44110769-44110826;67-KANSL1-1-candidate_CDS13,chr17:44110446-44110558;67-KANSL1-1-candidate_CDS14,chr17:44109413-44109665;67-KANSL1-1-candidate_CDS15,chr17:44108845-44109069	.	67-KANSL1-1,chr17:44159807-44159908	chr17:43751674-44163085	chr17:43751674-44163085	chr17:44248221-44249509,chr17:44171926-44172067,chr17:44159807-44159908,chr17:44144915-44145033,chr17:44143903-44144098,chr17:44127899-44128070,chr17:44117068-44117250,chr17:44116393-44116581,chr17:44115904-44116052,chr17:44111527-44111651,chr17:44110769-44110826,chr17:44110446-44110558,chr17:44109413-44109665,chr17:44108845-44109069	chr17:44249507-44249509	chr17:44108842-44108844
67-KANSL1-2	KANSL1	NM_001193466	14	-	stop_cover	closest_CDS	44135963	44127984	chr17	44127899	44128070	172	67-KANSL1-2-candidate_CDS5,chr17:44144915-44145033;67-KANSL1-2-candidate_CDS6,chr17:44143903-44144098;67-KANSL1-2-candidate_CDS9,chr17:44116393-44116581;67-KANSL1-2-candidate_CDS10,chr17:44115904-44116052;67-KANSL1-2-candidate_CDS4,chr17:44159807-44159908;67-KANSL1-2-candidate_CDS7,chr17:44127899-44128070;67-KANSL1-2-candidate_CDS11,chr17:44111527-44111651;67-KANSL1-2-candidate_CDS12,chr17:44110769-44110826;67-KANSL1-2-candidate_CDS13,chr17:44110446-44110558;67-KANSL1-2-candidate_CDS14,chr17:44109413-44109665;67-KANSL1-2-candidate_CDS15,chr17:44108845-44109069	.	67-KANSL1-2,chr17:44127899-44128070	chr17:43751674-44163085	chr17:43751674-44163085	chr17:44248221-44249509,chr17:44171926-44172067,chr17:44159807-44159908,chr17:44144915-44145033,chr17:44143903-44144098,chr17:44127899-44128070,chr17:44117068-44117250,chr17:44116393-44116581,chr17:44115904-44116052,chr17:44111527-44111651,chr17:44110769-44110826,chr17:44110446-44110558,chr17:44109413-44109665,chr17:44108845-44109069	chr17:44249507-44249509	chr17:44108842-44108844
67-KANSL1-3	KANSL1	NM_001193466	14	-	stop_cover	stop_codon	44108842	44108842	chr17	44107842	44109842	2001	.	67-KANSL1-3-expand2K,chr17:44106842-44110842;67-KANSL1-3-expand5K,chr17:44103842-44113842	67-KANSL1-3,chr17:44107842-44109842	chr17:43751674-44163085	chr17:43751674-44163085	chr17:44248221-44249509,chr17:44171926-44172067,chr17:44159807-44159908,chr17:44144915-44145033,chr17:44143903-44144098,chr17:44127899-44128070,chr17:44117068-44117250,chr17:44116393-44116581,chr17:44115904-44116052,chr17:44111527-44111651,chr17:44110769-44110826,chr17:44110446-44110558,chr17:44109413-44109665,chr17:44108845-44109069	chr17:44249507-44249509	chr17:44108842-44108844
74-TBX1-1	TBX1	NM_080647	8	+	two_cover	start_codon	19747167	19747167	chr22	19746167	19748167	2001	.	74-TBX1-1-expand2K,chr22:19745167-19749167;74-TBX1-1-expand5K,chr22:19742167-19752167	74-TBX1-1,chr22:19746167-19748167	chr22:17397633-18617099,chr22:19139027-20306317,chr22:21081260-21302053	chr22:17397633-21302053	chr22:19747167-19747200,chr22:19748428-19748803,chr22:19750764-19750865,chr22:19751678-19751849,chr22:19752481-19752636,chr22:19753281-19753348,chr22:19753425-19753525,chr22:19753912-19754387	chr22:19747167-19747169	chr22:19754388-19754390
74-TBX1-2	TBX1	NM_080647	8	+	two_cover	closest_CDS	19750778	19750814	chr22	19750764	19750865	102	74-TBX1-2-candidate_CDS3,chr22:19748428-19748803;74-TBX1-2-candidate_CDS7,chr22:19753281-19753348;74-TBX1-2-candidate_CDS5,chr22:19751678-19751849;74-TBX1-2-candidate_CDS8,chr22:19753425-19753525;74-TBX1-2-candidate_CDS9,chr22:19753912-19754387;74-TBX1-2-candidate_CDS2,chr22:19747167-19747200;74-TBX1-2-candidate_CDS4,chr22:19750764-19750865	.	74-TBX1-2,chr22:19750764-19750865	chr22:17397633-18617099,chr22:19139027-20306317,chr22:21081260-21302053	chr22:17397633-21302053	chr22:19747167-19747200,chr22:19748428-19748803,chr22:19750764-19750865,chr22:19751678-19751849,chr22:19752481-19752636,chr22:19753281-19753348,chr22:19753425-19753525,chr22:19753912-19754387	chr22:19747167-19747169	chr22:19754388-19754390
74-TBX1-3	TBX1	NM_080647	8	+	two_cover	stop_codon	19754390	19754390	chr22	19753390	19755390	2001	.	74-TBX1-3-expand2K,chr22:19752390-19756390;74-TBX1-3-expand5K,chr22:19749390-19759390	74-TBX1-3,chr22:19753390-19755390	chr22:17397633-18617099,chr22:19139027-20306317,chr22:21081260-21302053	chr22:17397633-21302053	chr22:19747167-19747200,chr22:19748428-19748803,chr22:19750764-19750865,chr22:19751678-19751849,chr22:19752481-19752636,chr22:19753281-19753348,chr22:19753425-19753525,chr22:19753912-19754387	chr22:19747167-19747169	chr22:19754388-19754390
77-SHANK3-1	SHANK3	NM_001372044	24	+	start_cover	start_codon	51112843	51112843	chr22	51111843	51113843	2001	.	77-SHANK3-1-expand2K,chr22:51110843-51114843;77-SHANK3-1-expand5K,chr22:51107843-51117843	77-SHANK3-1,chr22:51111843-51113843	chr22:44203246-50706908,chr22:51132803-51149209	chr22:44203246-51149209	chr22:51112843-51113007,chr22:51113010-51113132,chr22:51113476-51113679,chr22:51115050-51115121,chr22:51117013-51117121,chr22:51117197-51117348,chr22:51117447-51117614,chr22:51117740-51117856,chr22:51121768-51121845,chr22:51123013-51123079,chr22:51133203-51133474,chr22:51135985-51135989,chr22:51135992-51136143,chr22:51137118-51137231,chr22:51142288-51142363,chr22:51142594-51142676,chr22:51143166-51143290,chr22:51143392-51143524,chr22:51144500-51144580,chr22:51150043-51150066,chr22:51153345-51153475,chr22:51154097-51154181,chr22:51158612-51160865,chr22:51169149-51169737	chr22:51112843-51112845	chr22:51169738-51169740
77-SHANK3-2	SHANK3	NM_001372044	24	+	start_cover	closest_CDS	51131026	51133338	chr22	51133203	51133474	272	77-SHANK3-2-candidate_CDS8,chr22:51117447-51117614;77-SHANK3-2-candidate_CDS20,chr22:51144500-51144580;77-SHANK3-2-candidate_CDS7,chr22:51117197-51117348;77-SHANK3-2-candidate_CDS19,chr22:51143392-51143524;77-SHANK3-2-candidate_CDS18,chr22:51143166-51143290;77-SHANK3-2-candidate_CDS6,chr22:51117013-51117121;77-SHANK3-2-candidate_CDS5,chr22:51115050-51115121;77-SHANK3-2-candidate_CDS4,chr22:51113476-51113679;77-SHANK3-2-candidate_CDS3,chr22:51113010-51113132;77-SHANK3-2-candidate_CDS17,chr22:51142594-51142676;77-SHANK3-2-candidate_CDS16,chr22:51142288-51142363;77-SHANK3-2-candidate_CDS2,chr22:51112843-51113007;77-SHANK3-2-candidate_CDS10,chr22:51121768-51121845;77-SHANK3-2-candidate_CDS11,chr22:51123013-51123079;77-SHANK3-2-candidate_CDS15,chr22:51137118-51137231;77-SHANK3-2-candidate_CDS14,chr22:51135992-51136143;77-SHANK3-2-candidate_CDS13,chr22:51135985-51135989;77-SHANK3-2-candidate_CDS12,chr22:51133203-51133474	.	77-SHANK3-2,chr22:51133203-51133474	chr22:44203246-50706908,chr22:51132803-51149209	chr22:44203246-51149209	chr22:51112843-51113007,chr22:51113010-51113132,chr22:51113476-51113679,chr22:51115050-51115121,chr22:51117013-51117121,chr22:51117197-51117348,chr22:51117447-51117614,chr22:51117740-51117856,chr22:51121768-51121845,chr22:51123013-51123079,chr22:51133203-51133474,chr22:51135985-51135989,chr22:51135992-51136143,chr22:51137118-51137231,chr22:51142288-51142363,chr22:51142594-51142676,chr22:51143166-51143290,chr22:51143392-51143524,chr22:51144500-51144580,chr22:51150043-51150066,chr22:51153345-51153475,chr22:51154097-51154181,chr22:51158612-51160865,chr22:51169149-51169737	chr22:51112843-51112845	chr22:51169738-51169740
