gene	trans	chrom	start	end	strand	feature	feature_number
NSD2	NM_133330	chr4	1894509	1894618	+	exon	1
NSD2	NM_133330	chr4	1895457	1895636	+	exon	2
NSD2	NM_133330	chr4	1900948	1901122	+	exon	3
NSD2	NM_133330	chr4	1902353	1902978	+	exon	4
NSD2	NM_133330	chr4	1905943	1906105	+	exon	5
NSD2	NM_133330	chr4	1918598	1918764	+	exon	6
NSD2	NM_133330	chr4	1919868	1920350	+	exon	7
NSD2	NM_133330	chr4	1932353	1932497	+	exon	8
NSD2	NM_133330	chr4	1936871	1936989	+	exon	9
NSD2	NM_133330	chr4	1940178	1940259	+	exon	10
NSD2	NM_133330	chr4	1941381	1941505	+	exon	11
NSD2	NM_133330	chr4	1952799	1952930	+	exon	12
NSD2	NM_133330	chr4	1953835	1953958	+	exon	13
NSD2	NM_133330	chr4	1955051	1955251	+	exon	14
NSD2	NM_133330	chr4	1956888	1957067	+	exon	15
NSD2	NM_133330	chr4	1957420	1957576	+	exon	16
NSD2	NM_133330	chr4	1957710	1957915	+	exon	17
NSD2	NM_133330	chr4	1959660	1959763	+	exon	18
NSD2	NM_133330	chr4	1961198	1961467	+	exon	19
NSD2	NM_133330	chr4	1962762	1962878	+	exon	20
NSD2	NM_133330	chr4	1976590	1976731	+	exon	21
NSD2	NM_133330	chr4	1977021	1977127	+	exon	22
NSD2	NM_133330	chr4	1978202	1978406	+	exon	23
NSD2	NM_133330	chr4	1980365	1983919	+	exon	24
NSD2	NM_133330	chr4	1902382	1902978	+	CDS	4
NSD2	NM_133330	chr4	1905943	1906105	+	CDS	5
NSD2	NM_133330	chr4	1918598	1918764	+	CDS	6
NSD2	NM_133330	chr4	1919868	1920350	+	CDS	7
NSD2	NM_133330	chr4	1932353	1932497	+	CDS	8
NSD2	NM_133330	chr4	1936871	1936989	+	CDS	9
NSD2	NM_133330	chr4	1940178	1940259	+	CDS	10
NSD2	NM_133330	chr4	1941381	1941505	+	CDS	11
NSD2	NM_133330	chr4	1952799	1952930	+	CDS	12
NSD2	NM_133330	chr4	1953835	1953958	+	CDS	13
NSD2	NM_133330	chr4	1955051	1955251	+	CDS	14
NSD2	NM_133330	chr4	1956888	1957067	+	CDS	15
NSD2	NM_133330	chr4	1957420	1957576	+	CDS	16
NSD2	NM_133330	chr4	1957710	1957915	+	CDS	17
NSD2	NM_133330	chr4	1959660	1959763	+	CDS	18
NSD2	NM_133330	chr4	1961198	1961467	+	CDS	19
NSD2	NM_133330	chr4	1962762	1962878	+	CDS	20
NSD2	NM_133330	chr4	1976590	1976731	+	CDS	21
NSD2	NM_133330	chr4	1977021	1977127	+	CDS	22
NSD2	NM_133330	chr4	1978202	1978406	+	CDS	23
NSD2	NM_133330	chr4	1980365	1980633	+	CDS	24
NSD2	NM_133330	chr4	1902382	1902384	+	start_codon	4
NSD2	NM_133330	chr4	1980634	1980636	+	stop_codon	24
PKP2	NM_004572	chr12	33049443	33049711	-	exon	1
PKP2	NM_004572	chr12	33031854	33031966	-	exon	2
PKP2	NM_004572	chr12	33030780	33031477	-	exon	3
PKP2	NM_004572	chr12	33021861	33021996	-	exon	4
PKP2	NM_004572	chr12	33003700	33003907	-	exon	5
PKP2	NM_004572	chr12	32996116	32996247	-	exon	6
PKP2	NM_004572	chr12	32993962	32994139	-	exon	7
PKP2	NM_004572	chr12	32976979	32977096	-	exon	8
PKP2	NM_004572	chr12	32975401	32975565	-	exon	9
PKP2	NM_004572	chr12	32974290	32974463	-	exon	10
PKP2	NM_004572	chr12	32955337	32955490	-	exon	11
PKP2	NM_004572	chr12	32949043	32949232	-	exon	12
PKP2	NM_004572	chr12	32945578	32945665	-	exon	13
PKP2	NM_004572	chr12	32943689	32945426	-	exon	14
PKP2	NM_004572	chr12	33049443	33049665	-	CDS	1
PKP2	NM_004572	chr12	33031854	33031966	-	CDS	2
PKP2	NM_004572	chr12	33030780	33031477	-	CDS	3
PKP2	NM_004572	chr12	33021861	33021996	-	CDS	4
PKP2	NM_004572	chr12	33003700	33003907	-	CDS	5
PKP2	NM_004572	chr12	32996116	32996247	-	CDS	6
PKP2	NM_004572	chr12	32993962	32994139	-	CDS	7
PKP2	NM_004572	chr12	32976979	32977096	-	CDS	8
PKP2	NM_004572	chr12	32975401	32975565	-	CDS	9
PKP2	NM_004572	chr12	32974290	32974463	-	CDS	10
PKP2	NM_004572	chr12	32955337	32955490	-	CDS	11
PKP2	NM_004572	chr12	32949043	32949232	-	CDS	12
PKP2	NM_004572	chr12	32945578	32945665	-	CDS	13
PKP2	NM_004572	chr12	32945361	32945426	-	CDS	14
PKP2	NM_004572	chr12	33049663	33049665	-	start_codon	1
PKP2	NM_004572	chr12	32945358	32945360	-	stop_codon	14
PLN	NM_002667	chr6	118869459	118869555	+	exon	1
PLN	NM_002667	chr6	118879988	118882879	+	exon	2
PLN	NM_002667	chr6	118880085	118880240	+	CDS	2
PLN	NM_002667	chr6	118880085	118880087	+	start_codon	2
PLN	NM_002667	chr6	118880241	118880243	+	stop_codon	2
PLP1	NM_000533	chrX	103031768	103031927	+	exon	1
PLP1	NM_000533	chrX	103040511	103040697	+	exon	2
PLP1	NM_000533	chrX	103041394	103041655	+	exon	3
PLP1	NM_000533	chrX	103042727	103042895	+	exon	4
PLP1	NM_000533	chrX	103043366	103043439	+	exon	5
PLP1	NM_000533	chrX	103044262	103044327	+	exon	6
PLP1	NM_000533	chrX	103045455	103047548	+	exon	7
PLP1	NM_000533	chrX	103031924	103031927	+	CDS	1
PLP1	NM_000533	chrX	103040511	103040697	+	CDS	2
PLP1	NM_000533	chrX	103041394	103041655	+	CDS	3
PLP1	NM_000533	chrX	103042727	103042895	+	CDS	4
PLP1	NM_000533	chrX	103043366	103043439	+	CDS	5
PLP1	NM_000533	chrX	103044262	103044327	+	CDS	6
PLP1	NM_000533	chrX	103045455	103045523	+	CDS	7
PLP1	NM_000533	chrX	103031924	103031926	+	start_codon	1
PLP1	NM_000533	chrX	103045524	103045526	+	stop_codon	7
PMP22	NM_000304	chr17	15168471	15168643	-	exon	1
PMP22	NM_000304	chr17	15163967	15164078	-	exon	2
PMP22	NM_000304	chr17	15162411	15162510	-	exon	3
PMP22	NM_000304	chr17	15142788	15142928	-	exon	4
PMP22	NM_000304	chr17	15133096	15134397	-	exon	5
PMP22	NM_000304	chr17	15163967	15164044	-	CDS	2
PMP22	NM_000304	chr17	15162411	15162510	-	CDS	3
PMP22	NM_000304	chr17	15142788	15142928	-	CDS	4
PMP22	NM_000304	chr17	15134237	15134397	-	CDS	5
PMP22	NM_000304	chr17	15164042	15164044	-	start_codon	2
PMP22	NM_000304	chr17	15134234	15134236	-	stop_codon	5
RBM8A	NM_005105	chr1	145507609	145507733	+	exon	1
RBM8A	NM_005105	chr1	145508016	145508075	+	exon	2
RBM8A	NM_005105	chr1	145508207	145508284	+	exon	3
RBM8A	NM_005105	chr1	145508475	145508611	+	exon	4
RBM8A	NM_005105	chr1	145508916	145509052	+	exon	5
RBM8A	NM_005105	chr1	145509166	145513536	+	exon	6
RBM8A	NM_005105	chr1	145507667	145507733	+	CDS	1
RBM8A	NM_005105	chr1	145508016	145508075	+	CDS	2
RBM8A	NM_005105	chr1	145508207	145508284	+	CDS	3
RBM8A	NM_005105	chr1	145508475	145508611	+	CDS	4
RBM8A	NM_005105	chr1	145508916	145509052	+	CDS	5
RBM8A	NM_005105	chr1	145509166	145509208	+	CDS	6
RBM8A	NM_005105	chr1	145507667	145507669	+	start_codon	1
RBM8A	NM_005105	chr1	145509209	145509211	+	stop_codon	6
SHFM1	NM_006304	chr7	96339000	96339158	-	exon	1
SHFM1	NM_006304	chr7	96324110	96324203	-	exon	2
SHFM1	NM_006304	chr7	96318074	96318278	-	exon	3
SHFM1	NM_006304	chr7	96339000	96339075	-	CDS	1
SHFM1	NM_006304	chr7	96324110	96324203	-	CDS	2
SHFM1	NM_006304	chr7	96318239	96318278	-	CDS	3
SHFM1	NM_006304	chr7	96339073	96339075	-	start_codon	1
SHFM1	NM_006304	chr7	96318236	96318238	-	stop_codon	3
SH2B1	NM_001145795	chr16	28875164	28875266	+	exon	1
SH2B1	NM_001145795	chr16	28877333	28878354	+	exon	2
SH2B1	NM_001145795	chr16	28878652	28878753	+	exon	3
SH2B1	NM_001145795	chr16	28880327	28880418	+	exon	4
SH2B1	NM_001145795	chr16	28880529	28880704	+	exon	5
SH2B1	NM_001145795	chr16	28883101	28883304	+	exon	6
SH2B1	NM_001145795	chr16	28883511	28883722	+	exon	7
SH2B1	NM_001145795	chr16	28883855	28884026	+	exon	8
SH2B1	NM_001145795	chr16	28884768	28885526	+	exon	9
SH2B1	NM_001145795	chr16	28877416	28878354	+	CDS	2
SH2B1	NM_001145795	chr16	28878652	28878753	+	CDS	3
SH2B1	NM_001145795	chr16	28880327	28880418	+	CDS	4
SH2B1	NM_001145795	chr16	28880529	28880704	+	CDS	5
SH2B1	NM_001145795	chr16	28883101	28883304	+	CDS	6
SH2B1	NM_001145795	chr16	28883511	28883722	+	CDS	7
SH2B1	NM_001145795	chr16	28883855	28884026	+	CDS	8
SH2B1	NM_001145795	chr16	28884768	28885138	+	CDS	9
SH2B1	NM_001145795	chr16	28877416	28877418	+	start_codon	2
SH2B1	NM_001145795	chr16	28885139	28885141	+	stop_codon	9
SHANK3	NM_001372044	chr22	51111251	51111281	+	exon	1
SHANK3	NM_001372044	chr22	51112504	51113007	+	exon	2
SHANK3	NM_001372044	chr22	51113010	51113132	+	exon	3
SHANK3	NM_001372044	chr22	51113476	51113679	+	exon	4
SHANK3	NM_001372044	chr22	51115050	51115121	+	exon	5
SHANK3	NM_001372044	chr22	51117013	51117121	+	exon	6
SHANK3	NM_001372044	chr22	51117197	51117348	+	exon	7
SHANK3	NM_001372044	chr22	51117447	51117614	+	exon	8
SHANK3	NM_001372044	chr22	51117740	51117856	+	exon	9
SHANK3	NM_001372044	chr22	51121768	51121845	+	exon	10
SHANK3	NM_001372044	chr22	51123013	51123079	+	exon	11
SHANK3	NM_001372044	chr22	51133203	51133474	+	exon	12
SHANK3	NM_001372044	chr22	51135985	51135989	+	exon	13
SHANK3	NM_001372044	chr22	51135992	51136143	+	exon	14
SHANK3	NM_001372044	chr22	51137118	51137231	+	exon	15
SHANK3	NM_001372044	chr22	51142288	51142363	+	exon	16
SHANK3	NM_001372044	chr22	51142594	51142676	+	exon	17
SHANK3	NM_001372044	chr22	51143166	51143290	+	exon	18
SHANK3	NM_001372044	chr22	51143392	51143524	+	exon	19
SHANK3	NM_001372044	chr22	51144500	51144580	+	exon	20
SHANK3	NM_001372044	chr22	51150043	51150066	+	exon	21
SHANK3	NM_001372044	chr22	51153345	51153475	+	exon	22
SHANK3	NM_001372044	chr22	51154097	51154181	+	exon	23
SHANK3	NM_001372044	chr22	51158612	51160865	+	exon	24
SHANK3	NM_001372044	chr22	51169149	51171640	+	exon	25
SHANK3	NM_001372044	chr22	51112843	51113007	+	CDS	2
SHANK3	NM_001372044	chr22	51113010	51113132	+	CDS	3
SHANK3	NM_001372044	chr22	51113476	51113679	+	CDS	4
SHANK3	NM_001372044	chr22	51115050	51115121	+	CDS	5
SHANK3	NM_001372044	chr22	51117013	51117121	+	CDS	6
SHANK3	NM_001372044	chr22	51117197	51117348	+	CDS	7
SHANK3	NM_001372044	chr22	51117447	51117614	+	CDS	8
SHANK3	NM_001372044	chr22	51117740	51117856	+	CDS	9
SHANK3	NM_001372044	chr22	51121768	51121845	+	CDS	10
SHANK3	NM_001372044	chr22	51123013	51123079	+	CDS	11
SHANK3	NM_001372044	chr22	51133203	51133474	+	CDS	12
SHANK3	NM_001372044	chr22	51135985	51135989	+	CDS	13
SHANK3	NM_001372044	chr22	51135992	51136143	+	CDS	14
SHANK3	NM_001372044	chr22	51137118	51137231	+	CDS	15
SHANK3	NM_001372044	chr22	51142288	51142363	+	CDS	16
SHANK3	NM_001372044	chr22	51142594	51142676	+	CDS	17
SHANK3	NM_001372044	chr22	51143166	51143290	+	CDS	18
SHANK3	NM_001372044	chr22	51143392	51143524	+	CDS	19
SHANK3	NM_001372044	chr22	51144500	51144580	+	CDS	20
SHANK3	NM_001372044	chr22	51150043	51150066	+	CDS	21
SHANK3	NM_001372044	chr22	51153345	51153475	+	CDS	22
SHANK3	NM_001372044	chr22	51154097	51154181	+	CDS	23
SHANK3	NM_001372044	chr22	51158612	51160865	+	CDS	24
SHANK3	NM_001372044	chr22	51169149	51169737	+	CDS	25
SHANK3	NM_001372044	chr22	51112843	51112845	+	start_codon	2
SHANK3	NM_001372044	chr22	51169738	51169740	+	stop_codon	25
SHOX2	NM_003030	chr3	157823468	157823952	-	exon	1
SHOX2	NM_003030	chr3	157822847	157822918	-	exon	2
SHOX2	NM_003030	chr3	157820467	157820675	-	exon	3
SHOX2	NM_003030	chr3	157818043	157818100	-	exon	4
SHOX2	NM_003030	chr3	157817649	157817737	-	exon	5
SHOX2	NM_003030	chr3	157813800	157816109	-	exon	6
SHOX2	NM_003030	chr3	157823468	157823813	-	CDS	1
SHOX2	NM_003030	chr3	157822847	157822918	-	CDS	2
SHOX2	NM_003030	chr3	157820467	157820675	-	CDS	3
SHOX2	NM_003030	chr3	157818043	157818100	-	CDS	4
SHOX2	NM_003030	chr3	157817649	157817737	-	CDS	5
SHOX2	NM_003030	chr3	157815819	157816109	-	CDS	6
SHOX2	NM_003030	chr3	157823811	157823813	-	start_codon	1
SHOX2	NM_003030	chr3	157815816	157815818	-	stop_codon	6
STAG2	NM_001042749	chrX	123094410	123094716	+	exon	1
STAG2	NM_001042749	chrX	123155217	123155281	+	exon	2
STAG2	NM_001042749	chrX	123156381	123156521	+	exon	3
STAG2	NM_001042749	chrX	123159690	123159768	+	exon	4
STAG2	NM_001042749	chrX	123164811	123164975	+	exon	5
STAG2	NM_001042749	chrX	123171377	123171473	+	exon	6
STAG2	NM_001042749	chrX	123176419	123176495	+	exon	7
STAG2	NM_001042749	chrX	123179014	123179218	+	exon	8
STAG2	NM_001042749	chrX	123181204	123181355	+	exon	9
STAG2	NM_001042749	chrX	123182855	123182928	+	exon	10
STAG2	NM_001042749	chrX	123184036	123184159	+	exon	11
STAG2	NM_001042749	chrX	123184971	123185069	+	exon	12
STAG2	NM_001042749	chrX	123185165	123185244	+	exon	13
STAG2	NM_001042749	chrX	123189978	123190085	+	exon	14
STAG2	NM_001042749	chrX	123191716	123191827	+	exon	15
STAG2	NM_001042749	chrX	123195074	123195191	+	exon	16
STAG2	NM_001042749	chrX	123195621	123195724	+	exon	17
STAG2	NM_001042749	chrX	123196752	123196844	+	exon	18
STAG2	NM_001042749	chrX	123196966	123197055	+	exon	19
STAG2	NM_001042749	chrX	123197698	123197901	+	exon	20
STAG2	NM_001042749	chrX	123199726	123199796	+	exon	21
STAG2	NM_001042749	chrX	123200025	123200112	+	exon	22
STAG2	NM_001042749	chrX	123200206	123200286	+	exon	23
STAG2	NM_001042749	chrX	123202414	123202506	+	exon	24
STAG2	NM_001042749	chrX	123204999	123205173	+	exon	25
STAG2	NM_001042749	chrX	123210182	123210321	+	exon	26
STAG2	NM_001042749	chrX	123211807	123211908	+	exon	27
STAG2	NM_001042749	chrX	123215230	123215378	+	exon	28
STAG2	NM_001042749	chrX	123217271	123217399	+	exon	29
STAG2	NM_001042749	chrX	123220397	123220620	+	exon	30
STAG2	NM_001042749	chrX	123224425	123224614	+	exon	31
STAG2	NM_001042749	chrX	123224704	123224814	+	exon	32
STAG2	NM_001042749	chrX	123227868	123227994	+	exon	33
STAG2	NM_001042749	chrX	123229222	123229299	+	exon	34
STAG2	NM_001042749	chrX	123234424	123236506	+	exon	35
STAG2	NM_001042749	chrX	123156478	123156521	+	CDS	3
STAG2	NM_001042749	chrX	123159690	123159768	+	CDS	4
STAG2	NM_001042749	chrX	123164811	123164975	+	CDS	5
STAG2	NM_001042749	chrX	123171377	123171473	+	CDS	6
STAG2	NM_001042749	chrX	123176419	123176495	+	CDS	7
STAG2	NM_001042749	chrX	123179014	123179218	+	CDS	8
STAG2	NM_001042749	chrX	123181204	123181355	+	CDS	9
STAG2	NM_001042749	chrX	123182855	123182928	+	CDS	10
STAG2	NM_001042749	chrX	123184036	123184159	+	CDS	11
STAG2	NM_001042749	chrX	123184971	123185069	+	CDS	12
STAG2	NM_001042749	chrX	123185165	123185244	+	CDS	13
STAG2	NM_001042749	chrX	123189978	123190085	+	CDS	14
STAG2	NM_001042749	chrX	123191716	123191827	+	CDS	15
STAG2	NM_001042749	chrX	123195074	123195191	+	CDS	16
STAG2	NM_001042749	chrX	123195621	123195724	+	CDS	17
STAG2	NM_001042749	chrX	123196752	123196844	+	CDS	18
STAG2	NM_001042749	chrX	123196966	123197055	+	CDS	19
STAG2	NM_001042749	chrX	123197698	123197901	+	CDS	20
STAG2	NM_001042749	chrX	123199726	123199796	+	CDS	21
STAG2	NM_001042749	chrX	123200025	123200112	+	CDS	22
STAG2	NM_001042749	chrX	123200206	123200286	+	CDS	23
STAG2	NM_001042749	chrX	123202414	123202506	+	CDS	24
STAG2	NM_001042749	chrX	123204999	123205173	+	CDS	25
STAG2	NM_001042749	chrX	123210182	123210321	+	CDS	26
STAG2	NM_001042749	chrX	123211807	123211908	+	CDS	27
STAG2	NM_001042749	chrX	123215230	123215378	+	CDS	28
STAG2	NM_001042749	chrX	123217271	123217399	+	CDS	29
STAG2	NM_001042749	chrX	123220397	123220620	+	CDS	30
STAG2	NM_001042749	chrX	123224425	123224614	+	CDS	31
STAG2	NM_001042749	chrX	123224704	123224814	+	CDS	32
STAG2	NM_001042749	chrX	123227868	123227994	+	CDS	33
STAG2	NM_001042749	chrX	123229222	123229299	+	CDS	34
STAG2	NM_001042749	chrX	123234424	123234444	+	CDS	35
STAG2	NM_001042749	chrX	123156478	123156480	+	start_codon	3
STAG2	NM_001042749	chrX	123234445	123234447	+	stop_codon	35
STS	NM_000351	chrX	7137497	7137727	+	exon	1
STS	NM_000351	chrX	7171237	7171377	+	exon	2
STS	NM_000351	chrX	7175283	7175404	+	exon	3
STS	NM_000351	chrX	7175507	7175629	+	exon	4
STS	NM_000351	chrX	7177390	7177813	+	exon	5
STS	NM_000351	chrX	7193992	7194128	+	exon	6
STS	NM_000351	chrX	7223087	7223224	+	exon	7
STS	NM_000351	chrX	7243380	7243539	+	exon	8
STS	NM_000351	chrX	7252027	7252148	+	exon	9
STS	NM_000351	chrX	7267929	7272682	+	exon	10
STS	NM_000351	chrX	7171241	7171377	+	CDS	2
STS	NM_000351	chrX	7175283	7175404	+	CDS	3
STS	NM_000351	chrX	7175507	7175629	+	CDS	4
STS	NM_000351	chrX	7177390	7177813	+	CDS	5
STS	NM_000351	chrX	7193992	7194128	+	CDS	6
STS	NM_000351	chrX	7223087	7223224	+	CDS	7
STS	NM_000351	chrX	7243380	7243539	+	CDS	8
STS	NM_000351	chrX	7252027	7252148	+	CDS	9
STS	NM_000351	chrX	7267929	7268299	+	CDS	10
STS	NM_000351	chrX	7171241	7171243	+	start_codon	2
STS	NM_000351	chrX	7268300	7268302	+	stop_codon	10
TBX1	NM_080647	chr22	19744226	19744268	+	exon	1
TBX1	NM_080647	chr22	19747081	19747200	+	exon	2
TBX1	NM_080647	chr22	19748428	19748803	+	exon	3
TBX1	NM_080647	chr22	19750764	19750865	+	exon	4
TBX1	NM_080647	chr22	19751678	19751849	+	exon	5
TBX1	NM_080647	chr22	19752481	19752636	+	exon	6
TBX1	NM_080647	chr22	19753281	19753348	+	exon	7
TBX1	NM_080647	chr22	19753425	19753525	+	exon	8
TBX1	NM_080647	chr22	19753912	19754855	+	exon	9
TBX1	NM_080647	chr22	19747167	19747200	+	CDS	2
TBX1	NM_080647	chr22	19748428	19748803	+	CDS	3
TBX1	NM_080647	chr22	19750764	19750865	+	CDS	4
TBX1	NM_080647	chr22	19751678	19751849	+	CDS	5
TBX1	NM_080647	chr22	19752481	19752636	+	CDS	6
TBX1	NM_080647	chr22	19753281	19753348	+	CDS	7
TBX1	NM_080647	chr22	19753425	19753525	+	CDS	8
TBX1	NM_080647	chr22	19753912	19754387	+	CDS	9
TBX1	NM_080647	chr22	19747167	19747169	+	start_codon	2
TBX1	NM_080647	chr22	19754388	19754390	+	stop_codon	9
TBX6	NM_004608	chr16	30103194	30103245	-	exon	1
TBX6	NM_004608	chr16	30102397	30102562	-	exon	2
TBX6	NM_004608	chr16	30102079	30102313	-	exon	3
TBX6	NM_004608	chr16	30100264	30100531	-	exon	4
TBX6	NM_004608	chr16	30100014	30100160	-	exon	5
TBX6	NM_004608	chr16	30099866	30099936	-	exon	6
TBX6	NM_004608	chr16	30098099	30098172	-	exon	7
TBX6	NM_004608	chr16	30097833	30098016	-	exon	8
TBX6	NM_004608	chr16	30097114	30097759	-	exon	9
TBX6	NM_004608	chr16	30102397	30102514	-	CDS	2
TBX6	NM_004608	chr16	30102079	30102313	-	CDS	3
TBX6	NM_004608	chr16	30100264	30100531	-	CDS	4
TBX6	NM_004608	chr16	30100014	30100160	-	CDS	5
TBX6	NM_004608	chr16	30099866	30099936	-	CDS	6
TBX6	NM_004608	chr16	30098099	30098172	-	CDS	7
TBX6	NM_004608	chr16	30097833	30098016	-	CDS	8
TBX6	NM_004608	chr16	30097549	30097759	-	CDS	9
TBX6	NM_004608	chr16	30102512	30102514	-	start_codon	2
TBX6	NM_004608	chr16	30097546	30097548	-	stop_codon	9
CDR2	NM_001802	chr16	22385552	22385940	-	exon	1
CDR2	NM_001802	chr16	22376223	22376335	-	exon	2
CDR2	NM_001802	chr16	22361022	22361170	-	exon	3
CDR2	NM_001802	chr16	22360600	22360764	-	exon	4
CDR2	NM_001802	chr16	22357257	22359144	-	exon	5
CDR2	NM_001802	chr16	22385552	22385630	-	CDS	1
CDR2	NM_001802	chr16	22376223	22376335	-	CDS	2
CDR2	NM_001802	chr16	22361022	22361170	-	CDS	3
CDR2	NM_001802	chr16	22360600	22360764	-	CDS	4
CDR2	NM_001802	chr16	22358289	22359144	-	CDS	5
CDR2	NM_001802	chr16	22385628	22385630	-	start_codon	1
CDR2	NM_001802	chr16	22358286	22358288	-	stop_codon	5
