#chrom	start	end	freq
chr20	15689249	15689475	0.0176
chr20	15711185	15714348	1
chr20	15711467	15712943	0.8666
chr20	15711562	15712363	0.0214
chr20	15782125	15784287	0.0059
chr20	16040301	16040395	0.0132
chr20	16077754	16085500	0.0406
chr20	16207155	16209109	0.0095
chr20	16221694	16222398	0.0321
chr20	16238479	16239850	0.0227
chr20	16481751	16482186	1
chr20	16564642	16596470	0.0058
chr20	16662218	16672260	0.0058
chr20	17061946	17062092	0.08
chr20	17103451	17103798	1
chr20	17448515	17449105	1
chr20	17824861	17825355	0.0277
chr20	17826025	17826157	0.0456
chr20	18027938	18028359	0.0126
chr20	18177983	18179346	0.0063
chr20	18188916	18191750	0.0065
chr20	18190628	18191335	0.1139
chr20	18757205	18757498	1
chr20	18978139	18978877	0.0168
chr20	19061431	19061743	0.08
chr20	19104315	19104654	0.0889
chr20	19904469	19905715	0.0649
chr20	19904756	19905324	0.0156
chr20	20012556	20013103	0.0224
chr20	20103356	20111986	0.0258
chr20	20172198	20174284	0.0051
chr20	20334101	20339500	0.0058
chr20	21002668	21003067	0.0357
chr20	21190134	21190647	0.4969
chr20	21251091	21251839	0.0125
chr20	21285447	21289429	0.6959
chr20	21285871	21288529	0.0214
chr20	21485301	21504800	0.0606
chr20	21808867	21809882	0.0074
chr20	21849863	21850203	0.6002
chr20	22324471	22330867	0.0058
chr20	22519528	22519647	0.0206
chr20	22655317	22655706	0.0359
chr20	23103148	23103953	0.1199
chr20	23103285	23103689	0.9199
chr20	23165015	23176321	0.0102
chr20	23541608	23541730	0.0309
chr20	23671155	23674559	0.057
chr20	23644141	23783743	0.0452
chr20	23667144	23749449	0.007
chr20	23714047	23805667	0.006
chr20	23746029	23870441	0.0177
chr20	23755042	23755604	0.1856
chr20	23784103	23841087	0.0052
chr20	23955662	23994680	0.32
chr20	23956042	23976910	1
chr20	24249440	24250414	0.0195
chr20	24388666	24389645	0.0268
chr20	24411076	24413192	0.0258
chr20	24456781	24457651	0.0156
chr20	24781604	24786353	0.0144
chr20	24903684	24904417	0.7319
chr20	24962561	24963330	0.5876
chr20	25449119	25450089	0.125
chr20	25583035	25583732	0.4745
chr20	25679756	25681887	0.0121
chr20	25696173	25707971	0.0482
chr20	25731048	25780918	0.122
chr20	25732656	25867609	1
chr20	25737601	25759100	0.0488
chr20	25765986	25849064	0.1194
chr20	25829726	25851689	0.0065
chr20	25836940	25847823	0.0391
chr20	25989773	26056362	0.0064
chr20	26038378	26047977	0.0299
chr20	26048097	26122308	0.1951
chr20	26054382	26064231	0.0597
chr20	26092456	26094997	0.2405
chr20	26108939	26113316	0.0086
chr20	26198849	26220911	0.1196
chr20	26204560	26205463	0.0122
chr20	26198849	26228273	1
chr20	26238301	26258677	1
chr20	26243915	26247928	0.007
chr20	26246086	26319513	0.0298
chr20	26260569	26261805	0.4285
chr20	26297303	26302943	0.4336
chr20	26297904	26302831	0.0052
chr20	29420054	29510394	0.0064
chr20	29419901	29521699	0.0086
chr20	29453676	29505893	0.0677
chr20	29507685	29537351	0.0624
chr20	29505919	29575948	0.2353
chr20	29570138	29653880	0.0101
chr20	29629343	29652652	0.0968
chr20	29638788	29641425	1
chr20	29647516	29647670	1
chr20	29804062	29844859	0.0221
chr20	29804062	29833789	0.0104
chr20	30899034	30899724	0.0081
chr20	30899168	30899561	0.1707
chr20	31310129	31314084	0.2769
chr20	31327211	31328118	0.3159
chr20	31399968	31400618	0.0619
chr20	31458916	31461992	0.0062
chr20	31525430	31529528	0.0684
chr20	31612887	31613480	0.0057
chr20	32043037	32045792	1
chr20	32241410	32242587	0.007
chr20	32286592	32289096	0.0943
chr20	32815548	32821260	0.1186
chr20	33115807	33116164	0.5587
chr20	33241220	33245077	0.4841
chr20	33242326	33243723	0.0065
chr20	33477172	33477336	0.1481
chr20	33621452	33622129	0.0196
chr20	33621580	33621977	0.5258
chr20	33715926	33716925	0.0652
chr20	34169366	34173236	0.0161
chr20	34489670	34490104	0.0309
chr20	34548448	34548878	0.0515
chr20	35020874	35021012	0.0093
chr20	35043468	35055962	0.0053
chr20	35523179	35524289	0.011
chr20	35815408	35816073	0.0139
chr20	35815585	35815936	0.6973
chr20	36115716	36116793	0.0879
chr20	36177205	36177700	0.0938
chr20	37005912	37016867	0.0432
chr20	37009325	37014917	0.0263
chr20	37054988	37055849	0.0551
chr20	37139215	37139630	0.0056
chr20	38337116	38338470	0.0412
chr20	38337354	38338014	0.0515
chr20	38337632	38337784	0.0112
chr20	39529999	39536976	0.0207
chr20	39886319	39886768	0.0454
chr20	39905690	39907892	0.3367
chr20	39906348	39907532	0.0488
chr20	40335268	40340634	0.0095
chr20	40906516	40907160	0.0206
chr20	40943707	40943936	0.0058
chr20	41169921	41170402	0.0206
chr20	41272145	41272604	0.0062
chr20	41353342	41354638	0.0129
chr20	41729419	41730319	0.0098
chr20	41791260	41791470	0.0553
chr20	42024461	42026992	0.0652
chr20	42024567	42025814	0.6735
chr20	42107623	42110977	0.0105
chr20	42271787	42274639	0.5474
chr20	42272158	42273896	0.0743
chr20	42481161	42483737	0.0923
chr20	42480907	42485349	0.153
chr20	42482122	42483768	0.0137
chr20	42675942	42676714	0.018
chr20	42762540	42762690	1
chr20	43275100	43278318	0.009
chr20	43296479	43297914	0.055
chr20	43304545	43310592	0.115
chr20	43305884	43308885	0.4556
chr20	43307048	43308657	0.0876
chr20	43326739	43329532	0.1808
chr20	43485309	43485766	0.0309
chr20	44201879	44207339	0.041
chr20	44336886	44386767	0.011
chr20	44359227	44359752	0.0206
chr20	44359352	44359580	0.1939
chr20	44402412	44402810	0.0206
chr20	44402521	44402685	0.0206
chr20	44535330	44535864	0.1157
chr20	44725597	44726041	0.0086
chr20	44792102	44794101	0.0277
chr20	45776973	45788953	0.028
chr20	46019016	46019475	0.018
chr20	46338956	46339461	0.0289
chr20	46523473	46524811	0.0071
chr20	46666578	46668992	0.0073
chr20	46689660	46690946	0.0051
chr20	46754167	47131745	0.0165
chr20	47101978	47103466	0.0663
chr20	47131322	47132983	0.093
chr20	47131917	47132685	1
chr20	47486750	47488812	1
chr20	47724651	47725206	0.2784
chr20	48403936	48404744	0.0172
chr20	48543247	48543986	0.0309
chr20	48692505	48695301	0.0066
chr20	48772758	48773291	0.0101
chr20	48917135	48918133	0.2449
chr20	49233446	49234755	0.006
chr20	49658877	49660102	0.0332
chr20	50491911	50492477	0.0636
chr20	50654651	50655534	0.0133
chr20	50682959	50699043	0.0094
chr20	50686243	50690184	0.0055
chr20	50758367	50761458	0.2702
chr20	50759521	50766090	0.0051
chr20	50759422	50760759	0.0712
chr20	52193501	52212956	1
chr20	52283851	52292074	0.012
chr20	52287845	52293962	0.0085
chr20	52331755	52337078	0.0338
chr20	52335935	52336544	0.0156
chr20	52452999	52453530	0.0271
chr20	52458018	52458287	0.0162
chr20	52474672	52487200	0.125
chr20	52474672	52484379	0.0074
chr20	52480006	52480542	0.0722
chr20	52480150	52480403	0.0722
chr20	52637074	52658651	0.0334
chr20	52643155	52670378	0.0061
chr20	52647777	52656465	0.0107
chr20	52647808	52662574	0.0154
chr20	52652465	52662329	0.0088
chr20	52653487	52658060	0.0055
chr20	52750364	52750841	0.1237
chr20	52866232	52867357	0.0274
chr20	53292617	53293099	0.4255
chr20	53405486	53420333	0.0062
chr20	53603481	53605115	0.048
chr20	53963412	53964419	0.701
chr20	53963854	53963949	1
chr20	53969989	53970448	0.0515
chr20	54213935	54214089	0.0314
chr20	54434099	54441396	0.6819
chr20	54463221	54463560	0.2131
chr20	54520331	54520666	0.0722
chr20	54541930	54542247	0.567
chr20	54542420	54542700	0.0174
chr20	55017000	55018637	0.023
chr20	55147992	55148402	0.0206
chr20	55288230	55289426	0.0079
chr20	55587205	55587991	0.1047
chr20	55605486	55605751	0.1242
chr20	55606740	55607258	0.1031
chr20	55606874	55607110	0.1319
chr20	56079181	56080566	0.0072
chr20	56099101	56102500	0.0107
chr20	56099114	56102320	0.0707
chr20	56173361	56173787	0.0412
chr20	56554336	56554873	0.0722
chr20	56554551	56554643	0.0115
chr20	57160560	57161621	0.0062
chr20	57465278	57467183	0.0052
chr20	57723392	57723851	0.1013
chr20	57785693	57786336	0.0206
chr20	57785870	57786153	0.0113
chr20	58249075	58249470	0.0191
chr20	58249328	58249915	0.0087
chr20	58662201	58663086	0.1649
chr20	58662411	58662636	0.0417
chr20	58882181	58882416	0.0069
chr20	58926710	58927059	0.0516
chr20	59109958	59129488	0.0099
chr20	59113601	59123409	0.0076
chr20	59547652	59592665	0.0058
chr20	59567854	59592677	0.0128
chr20	59620782	59621521	0.0928
chr20	59621020	59621170	0.0739
chr20	59643051	59644615	0.0055
chr20	59674742	59677994	0.2619
chr20	59676651	59677747	0.0104
chr20	59766272	59766472	0.0148
chr20	59776657	59777614	0.0722
chr20	59827152	59828515	0.0058
chr20	59848123	59848563	0.0061
chr20	59884377	59884431	0.0167
chr20	59925199	59925840	0.0441
chr20	59964903	59965975	0.0515
chr20	59973782	59975294	0.0206
chr20	59973996	59974676	0.0052
chr20	59985471	59985665	0.054
chr20	60080653	60081020	0.0279
chr20	60109727	60110073	0.0412
chr20	60160544	60161025	0.134
chr20	60160707	60160879	0.1157
chr20	60185952	60190434	0.0086
chr20	60216596	60217281	0.2245
chr20	60264535	60265450	0.0206
chr20	60288730	60315878	0.0066
chr20	60298675	60299492	0.0441
chr20	60319413	60319614	0.0165
chr20	60464449	60464960	0.0515
chr20	60464882	60465482	0.1429
chr20	60495160	60495645	0.0206
chr20	60516671	60524400	0.0249
chr20	60517695	60524400	0.0104
chr20	60520074	60524411	0.01
chr20	60520305	60522706	0.0096
chr20	60526204	60526798	0.045
chr20	60545655	60547259	0.0746
chr20	60570434	60571132	0.0052
chr20	60570620	60570957	0.7128
chr20	60632228	60634449	0.0074
chr20	60639401	60642008	0.0169
chr20	60718405	60719511	0.0117
chr20	60853421	60853667	0.0206
chr20	60947899	60948563	0.0825
chr20	60948395	60948973	0.0412
chr20	61303815	61305280	0.1768
chr20	61303931	61305214	0.3286
chr20	61304261	61305134	0.0063
chr20	61329933	61330517	0.0619
chr20	61371945	61375842	0.1303
chr20	61378608	61378877	0.0162
chr20	61470637	61471670	0.2474
chr20	61597433	61597676	0.2577
chr20	61602871	61603775	0.4845
chr20	61607222	61607660	0.0515
chr20	61623514	61625290	0.0405
chr20	61676332	61676911	0.2165
chr20	61716020	61716485	0.0619
chr20	61716871	61717041	0.0886
chr20	61721569	61721670	0.0092
chr20	61724100	61726802	0.8918
chr20	61724229	61725700	0.6922
chr20	61724718	61725597	0.0117
chr20	61765535	61766941	0.0461
chr20	61788136	61788686	0.0309
chr20	61852914	61853027	0.126
chr20	61852954	61853108	0.0167
chr20	61988247	61988917	0.134
chr20	61988447	61988735	0.0412
chr20	62003604	62003921	0.4433
chr20	62190659	62191240	0.1573
chr20	62238129	62241931	0.0203
chr20	62237392	62242655	0.0306
chr20	62239529	62241286	0.0053
chr20	62267492	62268124	0.3847
chr20	62281501	62463200	0.0306
chr20	62300777	62302029	0.1533
chr20	62308992	62309506	1
chr20	62309112	62309318	0.1546
chr20	62362342	62363426	0.567
chr20	62368638	62372956	0.0052
chr20	62391864	62392628	0.0394
chr20	62467235	62467870	0.0312
chr20	62481093	62481585	0.0825
chr20	62481178	62481322	0.0148
chr20	62481256	62481332	0.0167
chr20	62595702	62598314	0.0163
chr20	62595396	62597701	0.0167
chr20	62596155	62597515	0.0318
chr20	62596295	62596931	0.1777
chr20	62643047	62644626	0.0882
chr20	62722711	62727478	0.0338
chr20	62724698	62727478	0.1045
chr20	62747539	62750828	0.0976
chr20	62762403	62766249	0.0191
chr20	62763188	62765183	0.1606
chr20	62763273	62765273	0.0361
chr20	62767014	62767371	0.0975
chr20	62804459	62808377	0.0597
chr20	62804686	62808151	0.2439
chr20	62909091	62909156	0.08
chr20	62927280	62948561	1
chr20	62936082	62965520	0.0059
chr20	62947561	62956953	0.0905
chr20	62948788	62957862	0.1004
chr20	62948501	62965185	0.1423
chr20	62954695	62956153	0.1182
chr21	9448547	9449073	0.3505
chr21	9834144	9835725	0.0799
chr21	9851155	9854080	0.066
chr21	9876988	9877916	0.0309
chr21	9901720	9921259	0.5361
chr21	10475177	10475671	0.0718
chr21	10600238	10603681	0.0162
chr21	10697901	10775850	0.0123
chr21	10698461	10885007	0.0127
chr21	10703681	10704264	0.3776
chr21	10697941	11018107	0.0568
chr21	10705527	10705665	0.0412
chr21	10712068	10712768	0.1633
chr21	10711257	10720326	0.3505
chr21	10712929	10714044	0.2143
chr21	10719265	10719908	0.0206
chr21	10719651	10721394	0.0206
chr21	10721833	10723935	0.4948
chr21	10725203	10725826	0.0451
chr21	10729123	10730840	0.1031
chr21	10718042	10773373	0.0213
chr21	10732503	10733113	0.0928
chr21	10733807	10734404	1
chr21	10736859	11173781	0.0141
chr21	10736859	10985991	0.0174
chr21	10735388	10756322	0.8878
chr21	10698461	11188004	0.0123
chr21	10749862	10752404	0.0521
chr21	10755712	10761507	0.0799
chr21	10757527	10757858	0.0412
chr21	10764891	10772901	0.0832
chr21	10713720	10883068	0.0182
chr21	10778225	10779378	0.0206
chr21	10779492	10786279	0.0286
chr21	10783214	10790413	0.0412
chr21	10824969	10828118	0.017
chr21	10940642	11002646	0.168
chr21	10900461	11188004	0.0062
chr21	10969114	10969487	0.2798
chr21	11002382	11055553	0.194
chr21	11029510	11054883	0.0746
chr21	11042878	11056903	1
chr21	11057796	11098937	1
chr21	11081149	11119648	0.0938
chr21	11089049	11093173	0.044
chr21	11093347	11110057	0.1613
chr21	11104759	11107017	1
chr21	11127542	11127798	1
chr21	11142680	11142886	1
chr21	11186028	11188098	0.3171
chr21	14437499	14486392	0.0413
chr21	14452247	14603577	0.0417
chr21	14504804	14530597	0.0076
chr21	14414125	15158744	0.0064
chr21	14714741	14744983	0.0448
chr21	14743002	14750709	0.0732
chr21	14816199	14818432	0.3524
chr21	14816863	14817691	0.0058
chr21	14841857	14849000	0.0215
chr21	14849013	14859638	0.0168
chr21	14940292	14973713	0.275
chr21	14957145	15327423	0.2225
chr21	14976747	15032903	0.8552
chr21	15223700	15274434	0.013
chr21	15221055	15282472	0.0129
chr21	15228617	15255303	0.033
chr21	15247274	15270673	0.0182
chr21	15263690	15272701	0.1659
chr21	15263690	15275501	0.0449
chr21	15307074	15307349	0.0417
chr21	15459922	15462461	0.0653
chr21	15460778	15461864	0.5457
chr21	16274967	16275551	0.0309
chr21	16275263	16275362	0.0056
chr21	16403103	16404403	0.0221
chr21	16586345	16592192	0.4032
chr21	16588272	16591913	0.0488
chr21	16588354	16591442	0.2126
chr21	17378116	17378851	0.0066
chr21	17731905	17732130	0.0206
chr21	17771020	17775358	0.0059
chr21	17943599	17944602	0.009
chr21	18457357	18457552	0.0206
chr21	18457492	18457626	0.0309
chr21	18612080	18613821	0.4421
chr21	18719983	18726215	0.009
chr21	18738478	18739345	0.0316
chr21	19325706	19330124	0.3035
chr21	19326829	19328810	0.1758
chr21	19687758	19688052	1
chr21	19913789	19914412	0.0056
chr21	19914052	19914419	0.2431
chr21	19959378	19959797	0.0088
chr21	20046434	20083436	0.0169
chr21	20123698	20124376	0.0185
chr21	20231320	20231798	0.0619
chr21	20360143	20360473	0.1134
chr21	20835745	20843884	0.1015
chr21	20837946	20848066	0.0052
chr21	21145506	21145607	1
chr21	21263559	21269229	0.8763
chr21	21586117	21586390	0.1103
chr21	21607893	21620816	0.0168
chr21	21621703	21624030	0.0265
chr21	21896514	21896637	0.0055
chr21	21958445	21962192	0.4265
chr21	21999999	22004218	0.0218
chr21	22005618	22010691	0.0351
chr21	22051489	22052340	0.0825
chr21	23162140	23162566	0.0547
chr21	23187455	23202327	0.006
chr21	23651134	23669292	0.1348
chr21	24161829	24218094	0.0056
chr21	24373594	24376261	0.2195
chr21	24374613	24375601	0.4412
chr21	24420936	24443112	0.0079
chr21	24429548	24434187	0.0203
chr21	24444660	24444917	0.0722
chr21	24444711	24444860	0.051
chr21	24542029	24542493	0.0619
chr21	24542165	24542346	0.2207
chr21	24742226	24742575	0.5599
chr21	24828930	24829513	0.0093
chr21	25257681	25265592	0.1107
chr21	25292671	25299719	0.0058
chr21	25388305	25389164	0.1134
chr21	25451723	25452436	0.0098
chr21	25498801	25501222	0.0055
chr21	25506332	25508090	0.041
chr21	25507146	25508002	0.0714
chr21	25627322	25627581	0.0174
chr21	25710108	25710670	0.2994
chr21	25764155	25764528	1
chr21	26341732	26342334	0.1649
chr21	26359909	26364724	0.0125
chr21	26825102	26825430	0.6044
chr21	26862124	26865792	0.0522
chr21	27174804	27180035	0.0219
chr21	27274720	27275030	0.0427
chr21	28021962	28026813	0.0053
chr21	28193145	28203692	0.0649
chr21	28196045	28201822	0.0899
chr21	28449949	28457935	0.0091
chr21	28476657	28477619	0.0355
chr21	29712185	29714648	0.0938
chr21	29712894	29714206	0.2352
chr21	30045797	30046174	0.0162
chr21	30152576	30153059	0.2062
chr21	30234498	30235111	0.06
chr21	30263030	30264787	1
chr21	30263559	30264296	0.0958
chr21	30551936	30552775	0.0306
chr21	30552200	30552599	0.5581
chr21	30601635	30602402	0.0069
chr21	30601787	30602165	0.4426
chr21	30986797	30987715	0.0339
chr21	31636703	31638621	0.0059
chr21	31637302	31644640	0.0258
chr21	31640228	31642856	0.0132
chr21	31734848	31738394	0.0075
chr21	32092683	32093323	1
chr21	32092847	32093163	0.0147
chr21	32432147	32434442	0.0232
chr21	33156727	33157646	0.0619
chr21	33174091	33175053	0.0195
chr21	33291042	33291722	0.0309
chr21	33850084	33850236	0.0206
chr21	33943501	33947951	0.0069
chr21	34143826	34144590	0.6495
chr21	34693718	34694194	0.1544
chr21	34693718	34696867	0.0117
chr21	35024339	35025414	0.0078
chr21	35248260	35248846	0.0206
chr21	35383717	35387485	0.0096
chr21	35398775	35399140	0.0309
chr21	35445350	35446724	0.0097
chr21	35529901	35533900	0.0304
chr21	35695869	35696913	0.0064
chr21	36030154	36030621	0.007
chr21	36072528	36073588	0.2838
chr21	36072977	36073464	0.1613
chr21	36261096	36262805	0.0097
chr21	36295718	36296415	0.0206
chr21	36295953	36296222	0.1074
chr21	36600506	36602553	0.0062
chr21	36767673	36768265	0.0109
chr21	37014749	37015415	0.0306
chr21	37014923	37015203	0.7001
chr21	37365043	37366689	0.0374
chr21	37642588	37644204	0.0156
chr21	37675844	37676768	0.0309
chr21	37676005	37676381	0.2002
chr21	37699617	37700146	0.0441
chr21	37857237	37857639	0.0448
chr21	37864255	37864900	0.1126
chr21	37867927	37870843	1
chr21	38961495	38962192	0.2247
chr21	38961697	38962067	0.051
chr21	39128392	39130154	0.0488
chr21	39233012	39233665	0.0206
chr21	39481190	39481987	0.0412
chr21	39590525	39590888	0.4242
chr21	39651050	39655130	0.007
chr21	39863887	39863994	0.0978
chr21	39900334	39900694	0.4271
chr21	40344129	40344818	0.0104
chr21	40344306	40344706	0.2181
chr21	40475522	40479656	0.0155
chr21	40507801	40508317	0.0515
chr21	40734413	40737012	0.0102
chr21	40789781	40790705	0.0087
chr21	40926839	40926961	0.0306
chr21	41199929	41200148	0.0225
chr21	41346366	41347056	0.0221
chr21	41346374	41346613	0.0096
chr21	41521089	41522003	0.039
chr21	41554231	41555154	0.2439
chr21	41586854	41587218	0.398
chr21	41812220	41812857	0.6804
chr21	41812337	41812688	0.1167
chr21	41956895	41957766	0.0722
chr21	41957242	41957363	0.0309
chr21	41957238	41957458	0.124
chr21	42054319	42054954	0.051
chr21	42054497	42054760	0.0255
chr21	42341662	42342152	0.1546
chr21	42402866	42403217	0.2823
chr21	42458004	42458511	0.2268
chr21	42458111	42458237	0.0309
chr21	42616304	42616786	0.0206
chr21	42841610	42847703	0.0167
chr21	42845701	42848835	0.0238
chr21	42845934	42847731	0.0805
chr21	42911783	42912559	0.0897
chr21	43036634	43038610	0.0098
chr21	43036634	43040086	0.1717
chr21	43225726	43227609	0.0306
chr21	43225946	43226565	0.2181
chr21	43226631	43227453	0.0309
chr21	43284492	43285765	0.1176
chr21	43310891	43311705	0.2887
chr21	43347556	43353725	0.0666
chr21	43350199	43354892	0.027
chr21	43387212	43388289	0.0441
chr21	43498553	43499073	0.0412
chr21	43557494	43558297	0.0147
chr21	43582637	43583188	0.0412
chr21	43703873	43704446	0.6289
chr21	43989880	43990712	0.0928
chr21	43990077	43990242	0.0167
chr21	44006945	44011934	0.0199
chr21	44007235	44010769	0.5366
chr21	44035459	44035790	0.1031
chr21	44134833	44135111	0.1095
chr21	44135133	44140041	0.0177
chr21	44209393	44210023	0.0585
chr21	44339946	44340438	0.1443
chr21	44501150	44502023	0.0094
chr21	44705465	44706185	0.0052
chr21	44792362	44793052	0.3608
chr21	44805246	44805646	0.0156
chr21	44808566	44809052	0.0511
chr21	44821113	44842623	0.0139
chr21	44821876	44832735	0.0204
chr21	44821113	44838810	0.8028
chr21	44891635	44892087	0.0096
chr21	44968648	44976203	0.0733
chr21	44969006	44975129	0.0192
chr21	44970333	44971747	0.1934
chr21	44969342	44973520	0.5816
chr21	45051711	45052173	0.0182
chr21	45159260	45160914	0.0162
chr21	45206696	45207393	0.1237
chr21	45207021	45207320	0.0206
chr21	45232877	45241349	0.0147
chr21	45238052	45240140	0.0065
chr21	45254689	45264325	0.0147
chr21	45584114	45584418	0.0151
chr21	45604006	45604221	0.1031
chr21	45619048	45620807	0.2723
chr21	45669057	46013590	0.0825
chr21	45681345	45687581	0.0297
chr21	45681654	45683665	0.0286
chr21	45681153	45683377	0.0234
chr21	45684203	45686557	0.007
chr21	45723712	45724149	0.0412
chr21	45789320	45789993	0.0537
chr21	45815454	45816905	0.0299
chr21	45816041	45816240	0.0407
chr21	45829216	45830120	0.0825
chr21	45830036	45830479	0.0619
chr21	45850104	45850786	0.0081
chr21	45850277	45850636	0.4747
chr21	45901362	45901934	0.0115
chr21	45922299	45923271	0.2165
chr21	45942760	45943308	0.3093
chr21	45994096	46021184	0.0078
chr21	46152884	46153859	0.2577
chr21	46153266	46153456	0.2676
chr21	46153223	46153654	0.0427
chr21	46170352	46170761	0.0309
chr21	46184007	46184375	0.0206
chr21	46184158	46184316	0.0309
chr21	46370797	46372049	0.0054
chr21	46401031	46402829	0.0952
chr21	46401431	46401770	0.0167
chr21	46401388	46402363	0.0732
chr21	46401487	46402393	0.0422
chr21	46447570	46449217	1
chr21	46447960	46448799	0.1134
chr21	46447866	46448741	0.0247
chr21	46528241	46529057	0.6907
chr21	46565789	46566269	0.1237
chr21	46762846	46763131	0.0087
chr21	46765045	46766149	0.122
chr21	46775473	46779708	0.0069
chr21	46800090	46800782	0.0206
chr21	46856350	46858636	0.0206
chr21	46857222	46858283	0.0104
chr21	46906093	46906450	0.049
chr21	46921439	46921998	0.0113
chr21	46947526	46947666	0.025
chr21	47026018	47026302	0.0374
chr21	47026008	47027529	0.1463
chr21	47278900	47279618	0.3196
chr21	47317847	47319081	0.0156
chr21	47321859	47322714	0.1959
chr21	47343673	47345241	0.0098
chr21	47343723	47344000	0.1031
chr21	47387324	47390250	0.5002
chr21	47387997	47390250	0.0318
chr21	47388130	47389030	0.0052
chr21	47453954	47455718	0.011
chr21	47454274	47454822	0.0722
chr21	47467418	47467833	0.0619
chr21	47488457	47488784	0.0309
chr21	47553372	47553965	0.0412
chr21	47588992	47591921	0.0123
chr21	47603342	47604350	0.0052
chr21	47608812	47611183	0.0683
chr21	47609742	47610876	0.0605
chr21	47657351	47658672	0.4023
chr21	47779098	47779664	0.0582
chr21	47801835	47804634	0.0083
chr22	16050035	16069354	0.1651
chr22	16050035	16063806	0.0084
chr22	16050035	16152285	0.0052
chr22	16050035	16683416	0.0483
chr22	16050001	16099372	0.0113
chr22	16052528	16281595	0.014
chr22	16050252	16425814	0.0097
chr22	16077141	16239487	0.0051
chr22	16050035	16626785	0.0123
chr22	16202101	16444877	0.0054
chr22	16364722	16376439	0.275
chr22	16364977	16370665	0.0057
chr22	16347194	16459938	0.0061
chr22	16504750	16557670	0.122
chr22	16533080	16536204	0.046
chr22	16575576	16618159	0.0082
chr22	16589740	16606586	0.0429
chr22	16847851	16866833	0.0077
chr22	16847884	16862598	0.3902
chr22	16858628	16858950	0.0825
chr22	16877183	16996800	0.006
chr22	16942509	16945975	0.007
chr22	16973233	17050274	0.36
chr22	17004727	17022734	0.0147
chr22	17026339	17027821	0.6442
chr22	17028855	17108606	0.0072
chr22	17038953	17054282	0.0714
chr22	17107190	17108416	0.0749
chr22	17333028	17333659	0.0763
chr22	17362717	17363577	0.0191
chr22	17360301	17390500	1
chr22	17503945	17515816	1
chr22	17617049	17617525	0.0306
chr22	17654519	17654940	0.0206
chr22	17718962	17719384	0.0226
chr22	17770181	17774858	0.0902
chr22	17770145	17780170	0.201
chr22	17825669	17827357	0.0214
chr22	17884094	17884752	0.0081
chr22	18003422	18004347	0.3797
chr22	18047174	18047915	0.0058
chr22	18047363	18047733	0.3469
chr22	18055234	18064300	1
chr22	18056536	18061337	0.8
chr22	18057972	18061337	0.013
chr22	18079152	18080614	0.0094
chr22	18126406	18129662	0.0464
chr22	18140095	18144842	0.0931
chr22	18142496	18144824	0.0643
chr22	18283720	18284401	0.0185
chr22	18283854	18284215	0.3196
chr22	18317571	18318357	0.1443
chr22	18358740	18360438	0.0732
chr22	18359381	18359902	1
chr22	18359337	18360282	0.0584
chr22	18359868	18360438	0.1156
chr22	18535754	18535976	0.0384
chr22	18589546	18589788	0.1023
chr22	18618896	18627173	0.0734
chr22	18624138	18630060	0.0292
chr22	18642145	19024794	0.0052
chr22	18653726	18684048	0.2418
chr22	18683664	18689185	0.0195
chr22	18682902	18717429	0.0116
chr22	18700701	18712753	0.0488
chr22	18682598	18883770	0.0097
chr22	18732919	18852981	0.0078
chr22	18780274	18810109	0.25
chr22	18772301	18850978	0.0488
chr22	18790130	18951545	0.027
chr22	18770421	19040071	0.0104
chr22	18844632	18884691	0.0058
chr22	18874972	18884691	0.0121
chr22	18884209	18925455	0.22
chr22	18876416	19030722	0.0079
chr22	18997195	19009773	0.0055
chr22	19099883	19100675	0.2499
chr22	19123832	19123911	0.08
chr22	19571155	19573878	0.4288
chr22	19571800	19572994	0.0494
chr22	19704401	19785073	0.0645
chr22	19912518	19913587	0.024
chr22	20149697	20150542	0.0388
chr22	20305447	20509431	0.0071
chr22	20326922	20370743	0.42
chr22	20312152	20509431	0.8293
chr22	20360928	20451775	0.0285
chr22	20423845	20509431	0.0681
chr22	20488154	20509431	0.0058
chr22	20609490	20776004	0.0286
chr22	20626830	20656306	0.22
chr22	20659469	20708695	0.0488
chr22	20693916	20744745	0.22
chr22	20897260	20904566	0.5775
chr22	20947119	20962447	0.0056
chr22	20949501	20954000	0.2323
chr22	21032637	21094484	0.093
chr22	21039752	21053581	0.24
chr22	21461282	21519224	0.4634
chr22	21465035	21485412	0.26
chr22	21484813	21519102	0.28
chr22	21461607	21951562	0.0192
chr22	21530187	21534700	1
chr22	21564170	21635200	0.0952
chr22	21680937	21710562	0.3
chr22	21709801	21755600	0.143
chr22	21712045	21800324	0.0463
chr22	21721591	21845355	0.0199
chr22	21770945	21797403	0.0189
chr22	21807448	21813636	0.009
chr22	21771101	21922611	0.0642
chr22	21866745	21909292	0.0917
chr22	21998805	22000423	0.0109
chr22	22069948	22070150	0.0329
chr22	22385006	22394144	0.0185
chr22	22400423	22442279	0.0112
chr22	22416916	22419027	0.0113
chr22	22312880	23277895	0.0364
chr22	22517061	22522501	0.0156
chr22	22315077	23258369	0.0055
chr22	22536846	22581385	0.0204
chr22	22569075	22600995	0.0183
chr22	22582636	22686278	0.0192
chr22	22624201	22649401	1
chr22	22656101	22669600	1
chr22	22677670	22707105	0.0299
chr22	22698552	22738454	0.0086
chr22	22732065	22785460	0.008
