name	critical_chrom	critical_start	critical_end	critical_width	probe_number	interval	center	chrom	start	end	width	exclude_if	cnvplex_1K	cnvplex_10K	cnvplex_100K	cnvplex_200K
32-chr9_4339192_7141996-R	chr9	4339192	7141996	2802805	4	840841	7001856	chr9	6861716	7141996	280281	chr9:6581436-7422276	32-chr9_4339192_7141996-R,chr9:7000856-7002856	32-chr9_4339192_7141996-R,chr9:6991856-7011856	32-chr9_4339192_7141996-R,chr9:6901856-7101856	32-chr9_4339192_7141996-R,chr9:6861716-7141996
32-chr9_4339192_7141996-M0	chr9	4339192	7141996	2802805	4	840841	5320173	chr9	5152005	5488341	336337	chr9:4899753-5740593	32-chr9_4339192_7141996-M0,chr9:5319173-5321173	32-chr9_4339192_7141996-M0,chr9:5310173-5330173	32-chr9_4339192_7141996-M0,chr9:5220173-5420173	32-chr9_4339192_7141996-M0,chr9:5152005-5488341
32-chr9_4339192_7141996-M1	chr9	4339192	7141996	2802805	4	840841	6161014	chr9	5992846	6329182	336337	chr9:5740594-6581434	32-chr9_4339192_7141996-M1,chr9:6160014-6162014	32-chr9_4339192_7141996-M1,chr9:6151014-6171014	32-chr9_4339192_7141996-M1,chr9:6061014-6261014	32-chr9_4339192_7141996-M1,chr9:5992846-6329182
33-chr9_140492807_140508190-L	chr9	140492807	140508190	15384	3	6922	140493576	chr9	140492807	140494345	1539	chr9:140490115-140497037	33-chr9_140492807_140508190-L,chr9:140492807-140494345	.	.	.
33-chr9_140492807_140508190-R	chr9	140492807	140508190	15384	3	6922	140507421	chr9	140506652	140508190	1539	chr9:140503960-140510882	33-chr9_140492807_140508190-R,chr9:140506652-140508190	.	.	.
33-chr9_140492807_140508190-M0	chr9	140492807	140508190	15384	3	6922	140500499	chr9	140499115	140501883	2769	chr9:140497038-140503960	33-chr9_140492807_140508190-M0,chr9:140499499-140501499	33-chr9_140492807_140508190-M0,chr9:140499115-140501883	.	.
34-chr10_148206_358626-L	chr10	148206	358626	210421	3	94689	158727	chr10	148206	169248	21043	chr10:111383-206071	34-chr10_148206_358626-L,chr10:157727-159727	34-chr10_148206_358626-L,chr10:148727-168727	.	.
34-chr10_148206_358626-R	chr10	148206	358626	210421	3	94689	348105	chr10	337584	358626	21043	chr10:300761-395449	34-chr10_148206_358626-R,chr10:347105-349105	34-chr10_148206_358626-R,chr10:338105-358105	.	.
34-chr10_148206_358626-M0	chr10	148206	358626	210421	3	94689	253416	chr10	234479	272353	37875	chr10:206072-300760	34-chr10_148206_358626-M0,chr10:252416-254416	34-chr10_148206_358626-M0,chr10:243416-263416	.	.
34-chr10_485716_1801937-L	chr10	485716	1801937	1316222	4	394866	551527	chr10	485716	617338	131623	chr10:354094-748960	34-chr10_485716_1801937-L,chr10:550527-552527	34-chr10_485716_1801937-L,chr10:541527-561527	34-chr10_485716_1801937-L,chr10:485716-617338	.
34-chr10_485716_1801937-R	chr10	485716	1801937	1316222	4	394866	1736126	chr10	1670315	1801937	131623	chr10:1538693-1933559	34-chr10_485716_1801937-R,chr10:1735126-1737126	34-chr10_485716_1801937-R,chr10:1726126-1746126	34-chr10_485716_1801937-R,chr10:1670315-1801937	.
34-chr10_485716_1801937-M0	chr10	485716	1801937	1316222	4	394866	946393	chr10	867420	1025366	157947	chr10:748960-1143826	34-chr10_485716_1801937-M0,chr10:945393-947393	34-chr10_485716_1801937-M0,chr10:936393-956393	34-chr10_485716_1801937-M0,chr10:867420-1025366	.
34-chr10_485716_1801937-M1	chr10	485716	1801937	1316222	4	394866	1341259	chr10	1262286	1420232	157947	chr10:1143826-1538692	34-chr10_485716_1801937-M1,chr10:1340259-1342259	34-chr10_485716_1801937-M1,chr10:1331259-1351259	34-chr10_485716_1801937-M1,chr10:1262286-1420232	.
35-chr10_49201519_51362210-L	chr10	49201519	51362210	2160692	4	648207	49309553	chr10	49201519	49417587	216069	chr10:48985450-49633656	35-chr10_49201519_51362210-L,chr10:49308553-49310553	35-chr10_49201519_51362210-L,chr10:49299553-49319553	35-chr10_49201519_51362210-L,chr10:49209553-49409553	35-chr10_49201519_51362210-L,chr10:49201519-49417587
35-chr10_49201519_51362210-R	chr10	49201519	51362210	2160692	4	648207	51254176	chr10	51146142	51362210	216069	chr10:50930073-51578279	35-chr10_49201519_51362210-R,chr10:51253176-51255176	35-chr10_49201519_51362210-R,chr10:51244176-51264176	35-chr10_49201519_51362210-R,chr10:51154176-51354176	35-chr10_49201519_51362210-R,chr10:51146142-51362210
35-chr10_49201519_51362210-M0	chr10	49201519	51362210	2160692	4	648207	49957760	chr10	49828119	50087401	259283	chr10:49633657-50281863	35-chr10_49201519_51362210-M0,chr10:49956760-49958760	35-chr10_49201519_51362210-M0,chr10:49947760-49967760	35-chr10_49201519_51362210-M0,chr10:49857760-50057760	35-chr10_49201519_51362210-M0,chr10:49828119-50087401
35-chr10_49201519_51362210-M1	chr10	49201519	51362210	2160692	4	648207	50605967	chr10	50476326	50735608	259283	chr10:50281864-50930070	35-chr10_49201519_51362210-M1,chr10:50604967-50606967	35-chr10_49201519_51362210-M1,chr10:50595967-50615967	35-chr10_49201519_51362210-M1,chr10:50505967-50705967	35-chr10_49201519_51362210-M1,chr10:50476326-50735608
36-chr10_82242610_88827989-L	chr10	82242610	88827989	6585380	6	1185368	82571879	chr10	82242610	82901148	658539	chr10:81979195-83164563	36-chr10_82242610_88827989-L,chr10:82570879-82572879	36-chr10_82242610_88827989-L,chr10:82561879-82581879	36-chr10_82242610_88827989-L,chr10:82471879-82671879	36-chr10_82242610_88827989-L,chr10:82371879-82771879
36-chr10_82242610_88827989-R	chr10	82242610	88827989	6585380	6	1185368	88498721	chr10	88169452	88827990	658539	chr10:87906037-89091405	36-chr10_82242610_88827989-R,chr10:88497721-88499721	36-chr10_82242610_88827989-R,chr10:88488721-88508721	36-chr10_82242610_88827989-R,chr10:88398721-88598721	36-chr10_82242610_88827989-R,chr10:88298721-88698721
36-chr10_82242610_88827989-M0	chr10	82242610	88827989	6585380	6	1185368	83757247	chr10	83520174	83994320	474147	chr10:83164563-84349931	36-chr10_82242610_88827989-M0,chr10:83756247-83758247	36-chr10_82242610_88827989-M0,chr10:83747247-83767247	36-chr10_82242610_88827989-M0,chr10:83657247-83857247	36-chr10_82242610_88827989-M0,chr10:83557247-83957247
36-chr10_82242610_88827989-M1	chr10	82242610	88827989	6585380	6	1185368	84942615	chr10	84705542	85179688	474147	chr10:84349931-85535299	36-chr10_82242610_88827989-M1,chr10:84941615-84943615	36-chr10_82242610_88827989-M1,chr10:84932615-84952615	36-chr10_82242610_88827989-M1,chr10:84842615-85042615	36-chr10_82242610_88827989-M1,chr10:84742615-85142615
36-chr10_82242610_88827989-M2	chr10	82242610	88827989	6585380	6	1185368	86127983	chr10	85890910	86365056	474147	chr10:85535299-86720667	36-chr10_82242610_88827989-M2,chr10:86126983-86128983	36-chr10_82242610_88827989-M2,chr10:86117983-86137983	36-chr10_82242610_88827989-M2,chr10:86027983-86227983	36-chr10_82242610_88827989-M2,chr10:85927983-86327983
36-chr10_82242610_88827989-M3	chr10	82242610	88827989	6585380	6	1185368	87313351	chr10	87076278	87550424	474147	chr10:86720667-87906035	36-chr10_82242610_88827989-M3,chr10:87312351-87314351	36-chr10_82242610_88827989-M3,chr10:87303351-87323351	36-chr10_82242610_88827989-M3,chr10:87213351-87413351	36-chr10_82242610_88827989-M3,chr10:87113351-87513351
37-chr10_102987428_103366970-L	chr10	102987428	103366970	379543	3	170794	103006405	chr10	102987428	103025382	37955	chr10:102921008-103091802	37-chr10_102987428_103366970-L,chr10:103005405-103007405	37-chr10_102987428_103366970-L,chr10:102996405-103016405	.	.
37-chr10_102987428_103366970-R	chr10	102987428	103366970	379543	3	170794	103347993	chr10	103329016	103366970	37955	chr10:103262596-103433390	37-chr10_102987428_103366970-R,chr10:103346993-103348993	37-chr10_102987428_103366970-R,chr10:103337993-103357993	.	.
37-chr10_102987428_103366970-M0	chr10	102987428	103366970	379543	3	170794	103177199	chr10	103143041	103211357	68317	chr10:103091802-103262596	37-chr10_102987428_103366970-M0,chr10:103176199-103178199	37-chr10_102987428_103366970-M0,chr10:103167199-103187199	.	.
38-chr10_133991979_134590089-L	chr10	133991979	134590089	598111	3	269150	134021884	chr10	133991979	134051789	59811	chr10:133887310-134156458	38-chr10_133991979_134590089-L,chr10:134020884-134022884	38-chr10_133991979_134590089-L,chr10:134011884-134031884	.	.
38-chr10_133991979_134590089-R	chr10	133991979	134590089	598111	3	269150	134560184	chr10	134530279	134590089	59811	chr10:134425610-134694758	38-chr10_133991979_134590089-R,chr10:134559184-134561184	38-chr10_133991979_134590089-R,chr10:134550184-134570184	.	.
38-chr10_133991979_134590089-M0	chr10	133991979	134590089	598111	3	269150	134291034	chr10	134237204	134344864	107661	chr10:134156460-134425608	38-chr10_133991979_134590089-M0,chr10:134290034-134292034	38-chr10_133991979_134590089-M0,chr10:134281034-134301034	38-chr10_133991979_134590089-M0,chr10:134237204-134344864	.
39-chr11_31277819_31693266-L	chr11	31277819	31693266	415448	3	186951	31298591	chr11	31277819	31319363	41545	chr11:31205116-31392066	39-chr11_31277819_31693266-L,chr11:31297591-31299591	39-chr11_31277819_31693266-L,chr11:31288591-31308591	.	.
39-chr11_31277819_31693266-R	chr11	31277819	31693266	415448	3	186951	31672494	chr11	31651722	31693266	41545	chr11:31579019-31765969	39-chr11_31277819_31693266-R,chr11:31671494-31673494	39-chr11_31277819_31693266-R,chr11:31662494-31682494	.	.
39-chr11_31277819_31693266-M0	chr11	31277819	31693266	415448	3	186951	31485543	chr11	31448153	31522933	74781	chr11:31392068-31579018	39-chr11_31277819_31693266-M0,chr11:31484543-31486543	39-chr11_31277819_31693266-M0,chr11:31475543-31495543	.	.
40-chr11_125916253_126343427-L	chr11	125916253	126343427	427175	3	192229	125937611	chr11	125916253	125958969	42717	chr11:125841497-126033725	40-chr11_125916253_126343427-L,chr11:125936611-125938611	40-chr11_125916253_126343427-L,chr11:125927611-125947611	.	.
40-chr11_125916253_126343427-R	chr11	125916253	126343427	427175	3	192229	126322069	chr11	126300711	126343427	42717	chr11:126225955-126418183	40-chr11_125916253_126343427-R,chr11:126321069-126323069	40-chr11_125916253_126343427-R,chr11:126312069-126332069	.	.
40-chr11_125916253_126343427-M0	chr11	125916253	126343427	427175	3	192229	126129840	chr11	126091395	126168285	76891	chr11:126033726-126225954	40-chr11_125916253_126343427-M0,chr11:126128840-126130840	40-chr11_125916253_126343427-M0,chr11:126119840-126139840	.	.
40-chr11_131181867_134479189-L	chr11	131181867	134479189	3297323	4	989196	131346733	chr11	131181867	131511599	329733	chr11:130852135-131841331	40-chr11_131181867_134479189-L,chr11:131345733-131347733	40-chr11_131181867_134479189-L,chr11:131336733-131356733	40-chr11_131181867_134479189-L,chr11:131246733-131446733	40-chr11_131181867_134479189-L,chr11:131181867-131511599
40-chr11_131181867_134479189-R	chr11	131181867	134479189	3297323	4	989196	134314323	chr11	134149457	134479189	329733	chr11:133819725-134808921	40-chr11_131181867_134479189-R,chr11:134313323-134315323	40-chr11_131181867_134479189-R,chr11:134304323-134324323	40-chr11_131181867_134479189-R,chr11:134214323-134414323	40-chr11_131181867_134479189-R,chr11:134149457-134479189
40-chr11_131181867_134479189-M0	chr11	131181867	134479189	3297323	4	989196	132335929	chr11	132138090	132533768	395679	chr11:131841331-132830527	40-chr11_131181867_134479189-M0,chr11:132334929-132336929	40-chr11_131181867_134479189-M0,chr11:132325929-132345929	40-chr11_131181867_134479189-M0,chr11:132235929-132435929	40-chr11_131181867_134479189-M0,chr11:132138090-132533768
40-chr11_131181867_134479189-M1	chr11	131181867	134479189	3297323	4	989196	133325125	chr11	133127286	133522964	395679	chr11:132830527-133819723	40-chr11_131181867_134479189-M1,chr11:133324125-133326125	40-chr11_131181867_134479189-M1,chr11:133315125-133335125	40-chr11_131181867_134479189-M1,chr11:133225125-133425125	40-chr11_131181867_134479189-M1,chr11:133127286-133522964
41-chr12_1080000_1346471-L	chr12	1080000	1346471	266472	3	119912	1093323	chr12	1080000	1106646	26647	chr12:1033367-1153279	41-chr12_1080000_1346471-L,chr12:1092323-1094323	41-chr12_1080000_1346471-L,chr12:1083323-1103323	.	.
41-chr12_1080000_1346471-R	chr12	1080000	1346471	266472	3	119912	1333148	chr12	1319825	1346471	26647	chr12:1273192-1393104	41-chr12_1080000_1346471-R,chr12:1332148-1334148	41-chr12_1080000_1346471-R,chr12:1323148-1343148	.	.
41-chr12_1080000_1346471-M0	chr12	1080000	1346471	266472	3	119912	1213236	chr12	1189254	1237218	47965	chr12:1153280-1273192	41-chr12_1080000_1346471-M0,chr12:1212236-1214236	41-chr12_1080000_1346471-M0,chr12:1203236-1223236	.	.
42-chr12_32974290_32977096-L	chr12	32974290	32977096	2807	3	1263	32974430	chr12	32974290	32974570	281	chr12:32973799-32975061	42-chr12_32974290_32977096-L,chr12:32974290-32974570	.	.	.
42-chr12_32974290_32977096-R	chr12	32974290	32977096	2807	3	1263	32976956	chr12	32976816	32977096	281	chr12:32976325-32977587	42-chr12_32974290_32977096-R,chr12:32976816-32977096	.	.	.
42-chr12_32974290_32977096-M0	chr12	32974290	32977096	2807	3	1263	32975693	chr12	32975441	32975945	505	chr12:32975062-32976324	42-chr12_32974290_32977096-M0,chr12:32975441-32975945	.	.	.
42-chr12_33049443_33049690-L	chr12	33049443	33049690	248	2	223	33049455	chr12	33049443	33049467	25	chr12:33049344-33049566	42-chr12_33049443_33049690-L,chr12:33049443-33049467	.	.	.
42-chr12_33049443_33049690-R	chr12	33049443	33049690	248	2	223	33049678	chr12	33049666	33049690	25	chr12:33049567-33049789	42-chr12_33049443_33049690-R,chr12:33049666-33049690	.	.	.
43-chr13_20867199_21095898-L	chr13	20867199	21095898	228700	3	102915	20878634	chr13	20867199	20890069	22871	chr13:20827177-20930091	43-chr13_20867199_21095898-L,chr13:20877634-20879634	43-chr13_20867199_21095898-L,chr13:20868634-20888634	.	.
43-chr13_20867199_21095898-R	chr13	20867199	21095898	228700	3	102915	21084464	chr13	21073029	21095899	22871	chr13:21033007-21135921	43-chr13_20867199_21095898-R,chr13:21083464-21085464	43-chr13_20867199_21095898-R,chr13:21074464-21094464	.	.
43-chr13_20867199_21095898-M0	chr13	20867199	21095898	228700	3	102915	20981549	chr13	20960966	21002132	41167	chr13:20930092-21033006	43-chr13_20867199_21095898-M0,chr13:20980549-20982549	43-chr13_20867199_21095898-M0,chr13:20971549-20991549	.	.
44-chr13_23566962_24827740-L	chr13	23566962	24827740	1260779	4	378234	23630000	chr13	23566962	23693038	126077	chr13:23440884-23819116	44-chr13_23566962_24827740-L,chr13:23629000-23631000	44-chr13_23566962_24827740-L,chr13:23620000-23640000	44-chr13_23566962_24827740-L,chr13:23566962-23693038	.
44-chr13_23566962_24827740-R	chr13	23566962	24827740	1260779	4	378234	24764702	chr13	24701664	24827740	126077	chr13:24575586-24953818	44-chr13_23566962_24827740-R,chr13:24763702-24765702	44-chr13_23566962_24827740-R,chr13:24754702-24774702	44-chr13_23566962_24827740-R,chr13:24701664-24827740	.
44-chr13_23566962_24827740-M0	chr13	23566962	24827740	1260779	4	378234	24008234	chr13	23932588	24083880	151293	chr13:23819118-24197350	44-chr13_23566962_24827740-M0,chr13:24007234-24009234	44-chr13_23566962_24827740-M0,chr13:23998234-24018234	44-chr13_23566962_24827740-M0,chr13:23932588-24083880	.
44-chr13_23566962_24827740-M1	chr13	23566962	24827740	1260779	4	378234	24386468	chr13	24310822	24462114	151293	chr13:24197352-24575584	44-chr13_23566962_24827740-M1,chr13:24385468-24387468	44-chr13_23566962_24827740-M1,chr13:24376468-24396468	44-chr13_23566962_24827740-M1,chr13:24310822-24462114	.
45-chr13_102766375_109815264-L	chr13	102766375	109815264	7048890	6	1268800	103118819	chr13	102766375	103471263	704889	chr13:102484419-103753219	45-chr13_102766375_109815264-L,chr13:103117819-103119819	45-chr13_102766375_109815264-L,chr13:103108819-103128819	45-chr13_102766375_109815264-L,chr13:103018819-103218819	45-chr13_102766375_109815264-L,chr13:102918819-103318819
45-chr13_102766375_109815264-R	chr13	102766375	109815264	7048890	6	1268800	109462820	chr13	109110376	109815264	704889	chr13:108828420-110097220	45-chr13_102766375_109815264-R,chr13:109461820-109463820	45-chr13_102766375_109815264-R,chr13:109452820-109472820	45-chr13_102766375_109815264-R,chr13:109362820-109562820	45-chr13_102766375_109815264-R,chr13:109262820-109662820
45-chr13_102766375_109815264-M0	chr13	102766375	109815264	7048890	6	1268800	104387619	chr13	104133859	104641379	507521	chr13:103753219-105022019	45-chr13_102766375_109815264-M0,chr13:104386619-104388619	45-chr13_102766375_109815264-M0,chr13:104377619-104397619	45-chr13_102766375_109815264-M0,chr13:104287619-104487619	45-chr13_102766375_109815264-M0,chr13:104187619-104587619
45-chr13_102766375_109815264-M1	chr13	102766375	109815264	7048890	6	1268800	105656419	chr13	105402659	105910179	507521	chr13:105022019-106290819	45-chr13_102766375_109815264-M1,chr13:105655419-105657419	45-chr13_102766375_109815264-M1,chr13:105646419-105666419	45-chr13_102766375_109815264-M1,chr13:105556419-105756419	45-chr13_102766375_109815264-M1,chr13:105456419-105856419
45-chr13_102766375_109815264-M2	chr13	102766375	109815264	7048890	6	1268800	106925219	chr13	106671459	107178979	507521	chr13:106290819-107559619	45-chr13_102766375_109815264-M2,chr13:106924219-106926219	45-chr13_102766375_109815264-M2,chr13:106915219-106935219	45-chr13_102766375_109815264-M2,chr13:106825219-107025219	45-chr13_102766375_109815264-M2,chr13:106725219-107125219
45-chr13_102766375_109815264-M3	chr13	102766375	109815264	7048890	6	1268800	108194019	chr13	107940259	108447779	507521	chr13:107559619-108828419	45-chr13_102766375_109815264-M3,chr13:108193019-108195019	45-chr13_102766375_109815264-M3,chr13:108184019-108204019	45-chr13_102766375_109815264-M3,chr13:108094019-108294019	45-chr13_102766375_109815264-M3,chr13:107994019-108394019
45-chr13_112218250_114101585-L	chr13	112218250	114101585	1883336	4	565001	112312416	chr13	112218250	112406582	188333	chr13:112029916-112594916	45-chr13_112218250_114101585-L,chr13:112311416-112313416	45-chr13_112218250_114101585-L,chr13:112302416-112322416	45-chr13_112218250_114101585-L,chr13:112218250-112406582	.
45-chr13_112218250_114101585-R	chr13	112218250	114101585	1883336	4	565001	114007419	chr13	113913253	114101585	188333	chr13:113724919-114289919	45-chr13_112218250_114101585-R,chr13:114006419-114008419	45-chr13_112218250_114101585-R,chr13:113997419-114017419	45-chr13_112218250_114101585-R,chr13:113913253-114101585	.
45-chr13_112218250_114101585-M0	chr13	112218250	114101585	1883336	4	565001	112877417	chr13	112764417	112990417	226001	chr13:112594917-113159917	45-chr13_112218250_114101585-M0,chr13:112876417-112878417	45-chr13_112218250_114101585-M0,chr13:112867417-112887417	45-chr13_112218250_114101585-M0,chr13:112777417-112977417	45-chr13_112218250_114101585-M0,chr13:112764417-112990417
45-chr13_112218250_114101585-M1	chr13	112218250	114101585	1883336	4	565001	113442418	chr13	113329418	113555418	226001	chr13:113159918-113724918	45-chr13_112218250_114101585-M1,chr13:113441418-113443418	45-chr13_112218250_114101585-M1,chr13:113432418-113452418	45-chr13_112218250_114101585-M1,chr13:113342418-113542418	45-chr13_112218250_114101585-M1,chr13:113329418-113555418
47-chr14_95990744_105329995-L	chr14	95990744	105329995	9339252	6	1681065	96457706	chr14	95990744	96924668	933925	chr14:95617174-97298238	47-chr14_95990744_105329995-L,chr14:96456706-96458706	47-chr14_95990744_105329995-L,chr14:96447706-96467706	47-chr14_95990744_105329995-L,chr14:96357706-96557706	47-chr14_95990744_105329995-L,chr14:96257706-96657706
47-chr14_95990744_105329995-R	chr14	95990744	105329995	9339252	6	1681065	104863033	chr14	104396071	105329995	933925	chr14:104022501-105703565	47-chr14_95990744_105329995-R,chr14:104862033-104864033	47-chr14_95990744_105329995-R,chr14:104853033-104873033	47-chr14_95990744_105329995-R,chr14:104763033-104963033	47-chr14_95990744_105329995-R,chr14:104663033-105063033
47-chr14_95990744_105329995-M0	chr14	95990744	105329995	9339252	6	1681065	98138771	chr14	97802558	98474984	672427	chr14:97298239-98979303	47-chr14_95990744_105329995-M0,chr14:98137771-98139771	47-chr14_95990744_105329995-M0,chr14:98128771-98148771	47-chr14_95990744_105329995-M0,chr14:98038771-98238771	47-chr14_95990744_105329995-M0,chr14:97938771-98338771
47-chr14_95990744_105329995-M1	chr14	95990744	105329995	9339252	6	1681065	99819836	chr14	99483623	100156049	672427	chr14:98979304-100660368	47-chr14_95990744_105329995-M1,chr14:99818836-99820836	47-chr14_95990744_105329995-M1,chr14:99809836-99829836	47-chr14_95990744_105329995-M1,chr14:99719836-99919836	47-chr14_95990744_105329995-M1,chr14:99619836-100019836
47-chr14_95990744_105329995-M2	chr14	95990744	105329995	9339252	6	1681065	101500901	chr14	101164688	101837114	672427	chr14:100660369-102341433	47-chr14_95990744_105329995-M2,chr14:101499901-101501901	47-chr14_95990744_105329995-M2,chr14:101490901-101510901	47-chr14_95990744_105329995-M2,chr14:101400901-101600901	47-chr14_95990744_105329995-M2,chr14:101300901-101700901
47-chr14_95990744_105329995-M3	chr14	95990744	105329995	9339252	6	1681065	103181966	chr14	102845753	103518179	672427	chr14:102341434-104022498	47-chr14_95990744_105329995-M3,chr14:103180966-103182966	47-chr14_95990744_105329995-M3,chr14:103171966-103191966	47-chr14_95990744_105329995-M3,chr14:103081966-103281966	47-chr14_95990744_105329995-M3,chr14:102981966-103381966
47-chr14_106009295_106261806-L	chr14	106009295	106261806	252512	3	113630	106021920	chr14	106009295	106034545	25251	chr14:105965105-106078735	47-chr14_106009295_106261806-L,chr14:106020920-106022920	47-chr14_106009295_106261806-L,chr14:106011920-106031920	.	.
47-chr14_106009295_106261806-R	chr14	106009295	106261806	252512	3	113630	106249181	chr14	106236556	106261806	25251	chr14:106192366-106305996	47-chr14_106009295_106261806-R,chr14:106248181-106250181	47-chr14_106009295_106261806-R,chr14:106239181-106259181	.	.
47-chr14_106009295_106261806-M0	chr14	106009295	106261806	252512	3	113630	106135551	chr14	106112825	106158277	45453	chr14:106078736-106192366	47-chr14_106009295_106261806-M0,chr14:106134551-106136551	47-chr14_106009295_106261806-M0,chr14:106125551-106145551	.	.
48-chr15_22866888_23076420-L	chr15	22866888	23076420	209533	3	94290	22877364	chr15	22866888	22887840	20953	chr15:22830220-22924508	48-chr15_22866888_23076420-L,chr15:22876364-22878364	48-chr15_22866888_23076420-L,chr15:22867364-22887364	.	.
48-chr15_22866888_23076420-R	chr15	22866888	23076420	209533	3	94290	23065944	chr15	23055468	23076420	20953	chr15:23018800-23113088	48-chr15_22866888_23076420-R,chr15:23064944-23066944	48-chr15_22866888_23076420-R,chr15:23055944-23075944	.	.
48-chr15_22866888_23076420-M0	chr15	22866888	23076420	209533	3	94290	22971654	chr15	22952796	22990512	37717	chr15:22924510-23018798	48-chr15_22866888_23076420-M0,chr15:22970654-22972654	48-chr15_22866888_23076420-M0,chr15:22961654-22981654	.	.
48-chr15_23707452_27783485-L	chr15	23707452	27783485	4076034	5	917107	23911253	chr15	23707452	24115054	407603	chr15:23452700-24369806	48-chr15_23707452_27783485-L,chr15:23910253-23912253	48-chr15_23707452_27783485-L,chr15:23901253-23921253	48-chr15_23707452_27783485-L,chr15:23811253-24011253	48-chr15_23707452_27783485-L,chr15:23711253-24111253
48-chr15_23707452_27783485-R	chr15	23707452	27783485	4076034	5	917107	27579684	chr15	27375883	27783485	407603	chr15:27121131-28038237	48-chr15_23707452_27783485-R,chr15:27578684-27580684	48-chr15_23707452_27783485-R,chr15:27569684-27589684	48-chr15_23707452_27783485-R,chr15:27479684-27679684	48-chr15_23707452_27783485-R,chr15:27379684-27779684
48-chr15_23707452_27783485-M0	chr15	23707452	27783485	4076034	5	917107	24828360	chr15	24644939	25011781	366843	chr15:24369807-25286913	48-chr15_23707452_27783485-M0,chr15:24827360-24829360	48-chr15_23707452_27783485-M0,chr15:24818360-24838360	48-chr15_23707452_27783485-M0,chr15:24728360-24928360	48-chr15_23707452_27783485-M0,chr15:24644939-25011781
48-chr15_23707452_27783485-M1	chr15	23707452	27783485	4076034	5	917107	25745467	chr15	25562046	25928888	366843	chr15:25286914-26204020	48-chr15_23707452_27783485-M1,chr15:25744467-25746467	48-chr15_23707452_27783485-M1,chr15:25735467-25755467	48-chr15_23707452_27783485-M1,chr15:25645467-25845467	48-chr15_23707452_27783485-M1,chr15:25562046-25928888
48-chr15_23707452_27783485-M2	chr15	23707452	27783485	4076034	5	917107	26662574	chr15	26479153	26845995	366843	chr15:26204021-27121127	48-chr15_23707452_27783485-M2,chr15:26661574-26663574	48-chr15_23707452_27783485-M2,chr15:26652574-26672574	48-chr15_23707452_27783485-M2,chr15:26562574-26762574	48-chr15_23707452_27783485-M2,chr15:26479153-26845995
48-chr15_29031708_30366124-L	chr15	29031708	30366124	1334417	4	400325	29098428	chr15	29031708	29165148	133441	chr15:28898266-29298590	48-chr15_29031708_30366124-L,chr15:29097428-29099428	48-chr15_29031708_30366124-L,chr15:29088428-29108428	48-chr15_29031708_30366124-L,chr15:29031708-29165148	.
48-chr15_29031708_30366124-R	chr15	29031708	30366124	1334417	4	400325	30299404	chr15	30232684	30366124	133441	chr15:30099242-30499566	48-chr15_29031708_30366124-R,chr15:30298404-30300404	48-chr15_29031708_30366124-R,chr15:30289404-30309404	48-chr15_29031708_30366124-R,chr15:30232684-30366124	.
48-chr15_29031708_30366124-M0	chr15	29031708	30366124	1334417	4	400325	29498753	chr15	29418688	29578818	160131	chr15:29298591-29698915	48-chr15_29031708_30366124-M0,chr15:29497753-29499753	48-chr15_29031708_30366124-M0,chr15:29488753-29508753	48-chr15_29031708_30366124-M0,chr15:29418688-29578818	.
48-chr15_29031708_30366124-M1	chr15	29031708	30366124	1334417	4	400325	29899078	chr15	29819013	29979143	160131	chr15:29698916-30099240	48-chr15_29031708_30366124-M1,chr15:29898078-29900078	48-chr15_29031708_30366124-M1,chr15:29889078-29909078	48-chr15_29031708_30366124-M1,chr15:29819013-29979143	.
49-chr15_32076948_32443563-L	chr15	32076948	32443563	366616	3	164977	32095278	chr15	32076948	32113608	36661	chr15:32012790-32177766	49-chr15_32076948_32443563-L,chr15:32094278-32096278	49-chr15_32076948_32443563-L,chr15:32085278-32105278	.	.
49-chr15_32076948_32443563-R	chr15	32076948	32443563	366616	3	164977	32425233	chr15	32406903	32443563	36661	chr15:32342745-32507721	49-chr15_32076948_32443563-R,chr15:32424233-32426233	49-chr15_32076948_32443563-R,chr15:32415233-32435233	.	.
49-chr15_32076948_32443563-M0	chr15	32076948	32443563	366616	3	164977	32260256	chr15	32227261	32293251	65991	chr15:32177768-32342744	49-chr15_32076948_32443563-M0,chr15:32259256-32261256	49-chr15_32076948_32443563-M0,chr15:32250256-32270256	.	.
50-chr15_74909384_75434301-L	chr15	74909384	75434301	524918	3	236213	74935629	chr15	74909384	74961874	52491	chr15:74817523-75053735	50-chr15_74909384_75434301-L,chr15:74934629-74936629	50-chr15_74909384_75434301-L,chr15:74925629-74945629	.	.
50-chr15_74909384_75434301-R	chr15	74909384	75434301	524918	3	236213	75408056	chr15	75381811	75434301	52491	chr15:75289950-75526162	50-chr15_74909384_75434301-R,chr15:75407056-75409056	50-chr15_74909384_75434301-R,chr15:75398056-75418056	.	.
50-chr15_74909384_75434301-M0	chr15	74909384	75434301	524918	3	236213	75171843	chr15	75124601	75219085	94485	chr15:75053737-75289949	50-chr15_74909384_75434301-M0,chr15:75170843-75172843	50-chr15_74909384_75434301-M0,chr15:75161843-75181843	.	.
