name	center	type	chrom	start	end	width	message	cnvplex_1K	cnvplex_10K	cnvplex_100K	cnvplex_200K
chrY-BP1	9104553	BP1	chrY	8904553	9304553	400001	.	chrY-BP1,chrY:9103553-9105553	chrY-BP1,chrY:9094553-9114553	chrY-BP1,chrY:9004553-9204553	chrY-BP1,chrY:8904553-9304553
chrY-BP0	10104553	BP0	chrY	9904553	10304553	400001	.	chrY-BP0,chrY:10103553-10105553	chrY-BP0,chrY:10094553-10114553	chrY-BP0,chrY:10004553-10204553	chrY-BP0,chrY:9904553-10304553
chrY-BQ0	13104553	BQ0	chrY	12904553	13304553	400001	.	chrY-BQ0,chrY:13103553-13105553	chrY-BQ0,chrY:13094553-13114553	chrY-BQ0,chrY:13004553-13204553	chrY-BQ0,chrY:12904553-13304553
chrY-BQ1	14104553	BQ1	chrY	13904553	14304553	400001	.	chrY-BQ1,chrY:14103553-14105553	chrY-BQ1,chrY:14094553-14114553	chrY-BQ1,chrY:14004553-14204553	chrY-BQ1,chrY:13904553-14304553
chrY-CQ1	19104553	CQ1	chrY	18104553	20104553	2000001	.	chrY-CQ1,chrY:19103553-19105553	chrY-CQ1,chrY:19094553-19114553	chrY-CQ1,chrY:19004553-19204553	chrY-CQ1,chrY:18904553-19304553
chrY-CQ2	39104553	CQ2	chrY	38104553	40104553	2000001	skip	chrY-CQ2,chrY:39103553-39105553	chrY-CQ2,chrY:39094553-39114553	chrY-CQ2,chrY:39004553-39204553	chrY-CQ2,chrY:38904553-39304553
chr10-AP0	1	AP0	chr10	1	200001	200001	.	chr10-AP0,chr10:1-1001	chr10-AP0,chr10:1-10001	chr10-AP0,chr10:1-100001	chr10-AP0,chr10:1-200001
chr10-AP1	1000000	AP1	chr10	800000	1200000	400001	.	chr10-AP1,chr10:999000-1001000	chr10-AP1,chr10:990000-1010000	chr10-AP1,chr10:900000-1100000	chr10-AP1,chr10:800000-1200000
chr10-AP2	2000000	AP2	chr10	1800000	2200000	400001	.	chr10-AP2,chr10:1999000-2001000	chr10-AP2,chr10:1990000-2010000	chr10-AP2,chr10:1900000-2100000	chr10-AP2,chr10:1800000-2200000
chr10-AP3	3000000	AP3	chr10	2800000	3200000	400001	.	chr10-AP3,chr10:2999000-3001000	chr10-AP3,chr10:2990000-3010000	chr10-AP3,chr10:2900000-3100000	chr10-AP3,chr10:2800000-3200000
chr10-AP5	5000000	AP5	chr10	4800000	5200000	400001	.	chr10-AP5,chr10:4999000-5001000	chr10-AP5,chr10:4990000-5010000	chr10-AP5,chr10:4900000-5100000	chr10-AP5,chr10:4800000-5200000
chr10-AQ0	135534747	AQ0	chr10	135334747	135534747	200001	可用10q0M	chr10-AQ0,chr10:135533747-135535747	chr10-AQ0,chr10:135524747-135544747	chr10-AQ0,chr10:135434747-135634747	chr10-AQ0,chr10:135334747-135534747
chr10-AQ1	134534747	AQ1	chr10	134334747	134734747	400001	.	chr10-AQ1,chr10:134533747-134535747	chr10-AQ1,chr10:134524747-134544747	chr10-AQ1,chr10:134434747-134634747	chr10-AQ1,chr10:134334747-134734747
chr10-AQ2	133534747	AQ2	chr10	133334747	133734747	400001	.	chr10-AQ2,chr10:133533747-133535747	chr10-AQ2,chr10:133524747-133544747	chr10-AQ2,chr10:133434747-133634747	chr10-AQ2,chr10:133334747-133734747
chr10-AQ3	132534747	AQ3	chr10	132334747	132734747	400001	.	chr10-AQ3,chr10:132533747-132535747	chr10-AQ3,chr10:132524747-132544747	chr10-AQ3,chr10:132434747-132634747	chr10-AQ3,chr10:132334747-132734747
chr10-AQ5	130534747	AQ5	chr10	130334747	130734747	400001	.	chr10-AQ5,chr10:130533747-130535747	chr10-AQ5,chr10:130524747-130544747	chr10-AQ5,chr10:130434747-130634747	chr10-AQ5,chr10:130334747-130734747
chr10-BP1	38254935	BP1	chr10	38054935	38454935	400001	.	chr10-BP1,chr10:38253935-38255935	chr10-BP1,chr10:38244935-38264935	chr10-BP1,chr10:38154935-38354935	chr10-BP1,chr10:38054935-38454935
chr10-BP0	37000000	BP0	chr10	36800000	37200000	400001	可设计在37M附近，不好设计一直往前找	chr10-BP0,chr10:36999000-37001000	chr10-BP0,chr10:36990000-37010000	chr10-BP0,chr10:36900000-37100000	chr10-BP0,chr10:36800000-37200000
chr10-BQ0	44000000	BQ0	chr10	43800000	44200000	400001	可设计在44M附近，不好设计一直往后找	chr10-BQ0,chr10:43999000-44001000	chr10-BQ0,chr10:43990000-44010000	chr10-BQ0,chr10:43900000-44100000	chr10-BQ0,chr10:43800000-44200000
chr10-BQ1	43254935	BQ1	chr10	43054935	43454935	400001	.	chr10-BQ1,chr10:43253935-43255935	chr10-BQ1,chr10:43244935-43264935	chr10-BQ1,chr10:43154935-43354935	chr10-BQ1,chr10:43054935-43454935
chr10-CP1	10000000	CP1	chr10	9000000	11000000	2000001	.	chr10-CP1,chr10:9999000-10001000	chr10-CP1,chr10:9990000-10010000	chr10-CP1,chr10:9900000-10100000	chr10-CP1,chr10:9800000-10200000
chr10-CP2	30000000	CP2	chr10	29000000	31000000	2000001	.	chr10-CP2,chr10:29999000-30001000	chr10-CP2,chr10:29990000-30010000	chr10-CP2,chr10:29900000-30100000	chr10-CP2,chr10:29800000-30200000
chr10-CQ1	48254935	CQ1	chr10	47254935	49254935	2000001	skip无法设计	chr10-CQ1,chr10:48253935-48255935	chr10-CQ1,chr10:48244935-48264935	chr10-CQ1,chr10:48154935-48354935	chr10-CQ1,chr10:48054935-48454935
chr10-CQ2	68254935	CQ2	chr10	67254935	69254935	2000001	.	chr10-CQ2,chr10:68253935-68255935	chr10-CQ2,chr10:68244935-68264935	chr10-CQ2,chr10:68154935-68354935	chr10-CQ2,chr10:68054935-68454935
chr10-CQ3	88254935	CQ3	chr10	87254935	89254935	2000001	.	chr10-CQ3,chr10:88253935-88255935	chr10-CQ3,chr10:88244935-88264935	chr10-CQ3,chr10:88154935-88354935	chr10-CQ3,chr10:88054935-88454935
chr10-CQ4	108254935	CQ4	chr10	107254935	109254935	2000001	.	chr10-CQ4,chr10:108253935-108255935	chr10-CQ4,chr10:108244935-108264935	chr10-CQ4,chr10:108154935-108354935	chr10-CQ4,chr10:108054935-108454935
chr11-AP0	1	AP0	chr11	1	200001	200001	.	chr11-AP0,chr11:1-1001	chr11-AP0,chr11:1-10001	chr11-AP0,chr11:1-100001	chr11-AP0,chr11:1-200001
chr11-AP1	1000000	AP1	chr11	800000	1200000	400001	可用11p1.3M	chr11-AP1,chr11:999000-1001000	chr11-AP1,chr11:990000-1010000	chr11-AP1,chr11:900000-1100000	chr11-AP1,chr11:800000-1200000
chr11-AP2	2000000	AP2	chr11	1800000	2200000	400001	.	chr11-AP2,chr11:1999000-2001000	chr11-AP2,chr11:1990000-2010000	chr11-AP2,chr11:1900000-2100000	chr11-AP2,chr11:1800000-2200000
chr11-AP3	3000000	AP3	chr11	2800000	3200000	400001	.	chr11-AP3,chr11:2999000-3001000	chr11-AP3,chr11:2990000-3010000	chr11-AP3,chr11:2900000-3100000	chr11-AP3,chr11:2800000-3200000
chr11-AP5	5000000	AP5	chr11	4800000	5200000	400001	.	chr11-AP5,chr11:4999000-5001000	chr11-AP5,chr11:4990000-5010000	chr11-AP5,chr11:4900000-5100000	chr11-AP5,chr11:4800000-5200000
chr11-AQ0	135006516	AQ0	chr11	134806516	135006516	200001	.	chr11-AQ0,chr11:135005516-135007516	chr11-AQ0,chr11:134996516-135016516	chr11-AQ0,chr11:134906516-135106516	chr11-AQ0,chr11:134806516-135006516
chr11-AQ1	134006516	AQ1	chr11	133806516	134206516	400001	.	chr11-AQ1,chr11:134005516-134007516	chr11-AQ1,chr11:133996516-134016516	chr11-AQ1,chr11:133906516-134106516	chr11-AQ1,chr11:133806516-134206516
chr11-AQ2	133006516	AQ2	chr11	132806516	133206516	400001	.	chr11-AQ2,chr11:133005516-133007516	chr11-AQ2,chr11:132996516-133016516	chr11-AQ2,chr11:132906516-133106516	chr11-AQ2,chr11:132806516-133206516
chr11-AQ3	132006516	AQ3	chr11	131806516	132206516	400001	.	chr11-AQ3,chr11:132005516-132007516	chr11-AQ3,chr11:131996516-132016516	chr11-AQ3,chr11:131906516-132106516	chr11-AQ3,chr11:131806516-132206516
chr11-AQ5	130006516	AQ5	chr11	129806516	130206516	400001	.	chr11-AQ5,chr11:130005516-130007516	chr11-AQ5,chr11:129996516-130016516	chr11-AQ5,chr11:129906516-130106516	chr11-AQ5,chr11:129806516-130206516
chr11-BP1	49000000	BP1	chr11	48800000	49200000	400001	可设计在49M	chr11-BP1,chr11:48999000-49001000	chr11-BP1,chr11:48990000-49010000	chr11-BP1,chr11:48900000-49100000	chr11-BP1,chr11:48800000-49200000
chr11-BP0	51644205	BP0	chr11	51444205	51844205	400001	可用11p50M	chr11-BP0,chr11:51643205-51645205	chr11-BP0,chr11:51634205-51654205	chr11-BP0,chr11:51544205-51744205	chr11-BP0,chr11:51444205-51844205
chr11-BQ0	54644205	BQ0	chr11	54444205	54844205	400001	可用11q80M	chr11-BQ0,chr11:54643205-54645205	chr11-BQ0,chr11:54634205-54654205	chr11-BQ0,chr11:54544205-54744205	chr11-BQ0,chr11:54444205-54844205
chr11-BQ1	55644205	BQ1	chr11	55444205	55844205	400001	.	chr11-BQ1,chr11:55643205-55645205	chr11-BQ1,chr11:55634205-55654205	chr11-BQ1,chr11:55544205-55744205	chr11-BQ1,chr11:55444205-55844205
chr11-CP1	10000000	CP1	chr11	9000000	11000000	2000001	.	chr11-CP1,chr11:9999000-10001000	chr11-CP1,chr11:9990000-10010000	chr11-CP1,chr11:9900000-10100000	chr11-CP1,chr11:9800000-10200000
chr11-CP2	30000000	CP2	chr11	29000000	31000000	2000001	.	chr11-CP2,chr11:29999000-30001000	chr11-CP2,chr11:29990000-30010000	chr11-CP2,chr11:29900000-30100000	chr11-CP2,chr11:29800000-30200000
chr11-CQ1	60644205	CQ1	chr11	59644205	61644205	2000001	.	chr11-CQ1,chr11:60643205-60645205	chr11-CQ1,chr11:60634205-60654205	chr11-CQ1,chr11:60544205-60744205	chr11-CQ1,chr11:60444205-60844205
chr11-CQ2	80644205	CQ2	chr11	79644205	81644205	2000001	.	chr11-CQ2,chr11:80643205-80645205	chr11-CQ2,chr11:80634205-80654205	chr11-CQ2,chr11:80544205-80744205	chr11-CQ2,chr11:80444205-80844205
chr11-CQ3	100644205	CQ3	chr11	99644205	101644205	2000001	.	chr11-CQ3,chr11:100643205-100645205	chr11-CQ3,chr11:100634205-100654205	chr11-CQ3,chr11:100544205-100744205	chr11-CQ3,chr11:100444205-100844205
chr11-CQ4	120644205	CQ4	chr11	119644205	121644205	2000001	.	chr11-CQ4,chr11:120643205-120645205	chr11-CQ4,chr11:120634205-120654205	chr11-CQ4,chr11:120544205-120744205	chr11-CQ4,chr11:120444205-120844205
chr12-AP0	1	AP0	chr12	1	200001	200001	.	chr12-AP0,chr12:1-1001	chr12-AP0,chr12:1-10001	chr12-AP0,chr12:1-100001	chr12-AP0,chr12:1-200001
chr12-AP1	1000000	AP1	chr12	800000	1200000	400001	.	chr12-AP1,chr12:999000-1001000	chr12-AP1,chr12:990000-1010000	chr12-AP1,chr12:900000-1100000	chr12-AP1,chr12:800000-1200000
chr12-AP2	2000000	AP2	chr12	1800000	2200000	400001	.	chr12-AP2,chr12:1999000-2001000	chr12-AP2,chr12:1990000-2010000	chr12-AP2,chr12:1900000-2100000	chr12-AP2,chr12:1800000-2200000
chr12-AP3	3000000	AP3	chr12	2800000	3200000	400001	.	chr12-AP3,chr12:2999000-3001000	chr12-AP3,chr12:2990000-3010000	chr12-AP3,chr12:2900000-3100000	chr12-AP3,chr12:2800000-3200000
chr12-AP5	5000000	AP5	chr12	4800000	5200000	400001	.	chr12-AP5,chr12:4999000-5001000	chr12-AP5,chr12:4990000-5010000	chr12-AP5,chr12:4900000-5100000	chr12-AP5,chr12:4800000-5200000
chr12-AQ0	133851895	AQ0	chr12	133651895	133851895	200001	.	chr12-AQ0,chr12:133850895-133852895	chr12-AQ0,chr12:133841895-133861895	chr12-AQ0,chr12:133751895-133951895	chr12-AQ0,chr12:133651895-133851895
chr12-AQ1	132851895	AQ1	chr12	132651895	133051895	400001	.	chr12-AQ1,chr12:132850895-132852895	chr12-AQ1,chr12:132841895-132861895	chr12-AQ1,chr12:132751895-132951895	chr12-AQ1,chr12:132651895-133051895
chr12-AQ2	131851895	AQ2	chr12	131651895	132051895	400001	.	chr12-AQ2,chr12:131850895-131852895	chr12-AQ2,chr12:131841895-131861895	chr12-AQ2,chr12:131751895-131951895	chr12-AQ2,chr12:131651895-132051895
chr12-AQ3	130851895	AQ3	chr12	130651895	131051895	400001	.	chr12-AQ3,chr12:130850895-130852895	chr12-AQ3,chr12:130841895-130861895	chr12-AQ3,chr12:130751895-130951895	chr12-AQ3,chr12:130651895-131051895
chr12-AQ5	128851895	AQ5	chr12	128651895	129051895	400001	.	chr12-AQ5,chr12:128850895-128852895	chr12-AQ5,chr12:128841895-128861895	chr12-AQ5,chr12:128751895-128951895	chr12-AQ5,chr12:128651895-129051895
chr12-BP1	33856694	BP1	chr12	33656694	34056694	400001	.	chr12-BP1,chr12:33855694-33857694	chr12-BP1,chr12:33846694-33866694	chr12-BP1,chr12:33756694-33956694	chr12-BP1,chr12:33656694-34056694
chr12-BP0	34856694	BP0	chr12	34656694	35056694	400001	.	chr12-BP0,chr12:34855694-34857694	chr12-BP0,chr12:34846694-34866694	chr12-BP0,chr12:34756694-34956694	chr12-BP0,chr12:34656694-35056694
chr12-BQ0	40000000	BQ0	chr12	39800000	40200000	400001	可设计在40M附近	chr12-BQ0,chr12:39999000-40001000	chr12-BQ0,chr12:39990000-40010000	chr12-BQ0,chr12:39900000-40100000	chr12-BQ0,chr12:39800000-40200000
chr12-BQ1	38856694	BQ1	chr12	38656694	39056694	400001	.	chr12-BQ1,chr12:38855694-38857694	chr12-BQ1,chr12:38846694-38866694	chr12-BQ1,chr12:38756694-38956694	chr12-BQ1,chr12:38656694-39056694
chr12-CP1	10000000	CP1	chr12	9000000	11000000	2000001	.	chr12-CP1,chr12:9999000-10001000	chr12-CP1,chr12:9990000-10010000	chr12-CP1,chr12:9900000-10100000	chr12-CP1,chr12:9800000-10200000
chr12-CP2	28856694	CP2	chr12	27856694	29856694	2000001	.	chr12-CP2,chr12:28855694-28857694	chr12-CP2,chr12:28846694-28866694	chr12-CP2,chr12:28756694-28956694	chr12-CP2,chr12:28656694-29056694
chr12-CQ1	43856694	CQ1	chr12	42856694	44856694	2000001	.	chr12-CQ1,chr12:43855694-43857694	chr12-CQ1,chr12:43846694-43866694	chr12-CQ1,chr12:43756694-43956694	chr12-CQ1,chr12:43656694-44056694
chr12-CQ2	63856694	CQ2	chr12	62856694	64856694	2000001	.	chr12-CQ2,chr12:63855694-63857694	chr12-CQ2,chr12:63846694-63866694	chr12-CQ2,chr12:63756694-63956694	chr12-CQ2,chr12:63656694-64056694
chr12-CQ3	83856694	CQ3	chr12	82856694	84856694	2000001	.	chr12-CQ3,chr12:83855694-83857694	chr12-CQ3,chr12:83846694-83866694	chr12-CQ3,chr12:83756694-83956694	chr12-CQ3,chr12:83656694-84056694
chr12-CQ4	103856694	CQ4	chr12	102856694	104856694	2000001	.	chr12-CQ4,chr12:103855694-103857694	chr12-CQ4,chr12:103846694-103866694	chr12-CQ4,chr12:103756694-103956694	chr12-CQ4,chr12:103656694-104056694
chr13-AQ0	115169878	AQ0	chr13	114969878	115169878	200001	.	chr13-AQ0,chr13:115168878-115170878	chr13-AQ0,chr13:115159878-115179878	chr13-AQ0,chr13:115069878-115269878	chr13-AQ0,chr13:114969878-115169878
chr13-AQ1	114169878	AQ1	chr13	113969878	114369878	400001	.	chr13-AQ1,chr13:114168878-114170878	chr13-AQ1,chr13:114159878-114179878	chr13-AQ1,chr13:114069878-114269878	chr13-AQ1,chr13:113969878-114369878
chr13-AQ2	113169878	AQ2	chr13	112969878	113369878	400001	.	chr13-AQ2,chr13:113168878-113170878	chr13-AQ2,chr13:113159878-113179878	chr13-AQ2,chr13:113069878-113269878	chr13-AQ2,chr13:112969878-113369878
chr13-AQ3	112169878	AQ3	chr13	111969878	112369878	400001	.	chr13-AQ3,chr13:112168878-112170878	chr13-AQ3,chr13:112159878-112179878	chr13-AQ3,chr13:112069878-112269878	chr13-AQ3,chr13:111969878-112369878
chr13-AQ5	110169878	AQ5	chr13	109969878	110369878	400001	.	chr13-AQ5,chr13:110168878-110170878	chr13-AQ5,chr13:110159878-110179878	chr13-AQ5,chr13:110069878-110269878	chr13-AQ5,chr13:109969878-110369878
chr13-BP1	15000000	BP1	chr13	14800000	15200000	400001	skip无法设计	chr13-BP1,chr13:14999000-15001000	chr13-BP1,chr13:14990000-15010000	chr13-BP1,chr13:14900000-15100000	chr13-BP1,chr13:14800000-15200000
chr13-BP0	16000000	BP0	chr13	15800000	16200000	400001	skip无法设计	chr13-BP0,chr13:15999000-16001000	chr13-BP0,chr13:15990000-16010000	chr13-BP0,chr13:15900000-16100000	chr13-BP0,chr13:15800000-16200000
chr13-BQ0	21000000	BQ0	chr13	20800000	21200000	400001	可设计在21M附近	chr13-BQ0,chr13:20999000-21001000	chr13-BQ0,chr13:20990000-21010000	chr13-BQ0,chr13:20900000-21100000	chr13-BQ0,chr13:20800000-21200000
chr13-BQ1	20000000	BQ1	chr13	19800000	20200000	400001	.	chr13-BQ1,chr13:19999000-20001000	chr13-BQ1,chr13:19990000-20010000	chr13-BQ1,chr13:19900000-20100000	chr13-BQ1,chr13:19800000-20200000
chr13-CQ1	25000000	CQ1	chr13	24000000	26000000	2000001	.	chr13-CQ1,chr13:24999000-25001000	chr13-CQ1,chr13:24990000-25010000	chr13-CQ1,chr13:24900000-25100000	chr13-CQ1,chr13:24800000-25200000
chr13-CQ2	45000000	CQ2	chr13	44000000	46000000	2000001	.	chr13-CQ2,chr13:44999000-45001000	chr13-CQ2,chr13:44990000-45010000	chr13-CQ2,chr13:44900000-45100000	chr13-CQ2,chr13:44800000-45200000
chr13-CQ3	65000000	CQ3	chr13	64000000	66000000	2000001	.	chr13-CQ3,chr13:64999000-65001000	chr13-CQ3,chr13:64990000-65010000	chr13-CQ3,chr13:64900000-65100000	chr13-CQ3,chr13:64800000-65200000
chr13-CQ4	85000000	CQ4	chr13	84000000	86000000	2000001	.	chr13-CQ4,chr13:84999000-85001000	chr13-CQ4,chr13:84990000-85010000	chr13-CQ4,chr13:84900000-85100000	chr13-CQ4,chr13:84800000-85200000
chr13-CQ5	105000000	CQ5	chr13	104000000	106000000	2000001	.	chr13-CQ5,chr13:104999000-105001000	chr13-CQ5,chr13:104990000-105010000	chr13-CQ5,chr13:104900000-105100000	chr13-CQ5,chr13:104800000-105200000
chr14-AQ0	107349540	AQ0	chr14	107149540	107349540	200001	skip无法设计	chr14-AQ0,chr14:107348540-107350540	chr14-AQ0,chr14:107339540-107359540	chr14-AQ0,chr14:107249540-107449540	chr14-AQ0,chr14:107149540-107349540
chr14-AQ1	106349540	AQ1	chr14	106149540	106549540	400001	可用14q1.7M	chr14-AQ1,chr14:106348540-106350540	chr14-AQ1,chr14:106339540-106359540	chr14-AQ1,chr14:106249540-106449540	chr14-AQ1,chr14:106149540-106549540
chr14-AQ2	105349540	AQ2	chr14	105149540	105549540	400001	.	chr14-AQ2,chr14:105348540-105350540	chr14-AQ2,chr14:105339540-105359540	chr14-AQ2,chr14:105249540-105449540	chr14-AQ2,chr14:105149540-105549540
chr14-AQ3	104349540	AQ3	chr14	104149540	104549540	400001	.	chr14-AQ3,chr14:104348540-104350540	chr14-AQ3,chr14:104339540-104359540	chr14-AQ3,chr14:104249540-104449540	chr14-AQ3,chr14:104149540-104549540
chr14-AQ5	102349540	AQ5	chr14	102149540	102549540	400001	.	chr14-AQ5,chr14:102348540-102350540	chr14-AQ5,chr14:102339540-102359540	chr14-AQ5,chr14:102249540-102449540	chr14-AQ5,chr14:102149540-102549540
chr14-BP1	15000000	BP1	chr14	14800000	15200000	400001	skip无法设计	chr14-BP1,chr14:14999000-15001000	chr14-BP1,chr14:14990000-15010000	chr14-BP1,chr14:14900000-15100000	chr14-BP1,chr14:14800000-15200000
chr14-BP0	16000000	BP0	chr14	15800000	16200000	400001	skip无法设计	chr14-BP0,chr14:15999000-16001000	chr14-BP0,chr14:15990000-16010000	chr14-BP0,chr14:15900000-16100000	chr14-BP0,chr14:15800000-16200000
chr14-BQ0	25000000	BQ0	chr14	24800000	25200000	400001	可设计在25M附近	chr14-BQ0,chr14:24999000-25001000	chr14-BQ0,chr14:24990000-25010000	chr14-BQ0,chr14:24900000-25100000	chr14-BQ0,chr14:24800000-25200000
chr14-BQ1	26000000	BQ1	chr14	25800000	26200000	400001	可设计在26M附近	chr14-BQ1,chr14:25999000-26001000	chr14-BQ1,chr14:25990000-26010000	chr14-BQ1,chr14:25900000-26100000	chr14-BQ1,chr14:25800000-26200000
chr14-CQ1	25000000	CQ1	chr14	24000000	26000000	2000001	.	chr14-CQ1,chr14:24999000-25001000	chr14-CQ1,chr14:24990000-25010000	chr14-CQ1,chr14:24900000-25100000	chr14-CQ1,chr14:24800000-25200000
chr14-CQ2	45000000	CQ2	chr14	44000000	46000000	2000001	.	chr14-CQ2,chr14:44999000-45001000	chr14-CQ2,chr14:44990000-45010000	chr14-CQ2,chr14:44900000-45100000	chr14-CQ2,chr14:44800000-45200000
chr14-CQ3	65000000	CQ3	chr14	64000000	66000000	2000001	.	chr14-CQ3,chr14:64999000-65001000	chr14-CQ3,chr14:64990000-65010000	chr14-CQ3,chr14:64900000-65100000	chr14-CQ3,chr14:64800000-65200000
chr14-CQ4	85000000	CQ4	chr14	84000000	86000000	2000001	.	chr14-CQ4,chr14:84999000-85001000	chr14-CQ4,chr14:84990000-85010000	chr14-CQ4,chr14:84900000-85100000	chr14-CQ4,chr14:84800000-85200000
chr15-AQ0	102531392	AQ0	chr15	102331392	102531392	200001	.	chr15-AQ0,chr15:102530392-102532392	chr15-AQ0,chr15:102521392-102541392	chr15-AQ0,chr15:102431392-102631392	chr15-AQ0,chr15:102331392-102531392
chr15-AQ1	101531392	AQ1	chr15	101331392	101731392	400001	.	chr15-AQ1,chr15:101530392-101532392	chr15-AQ1,chr15:101521392-101541392	chr15-AQ1,chr15:101431392-101631392	chr15-AQ1,chr15:101331392-101731392
chr15-AQ2	100531392	AQ2	chr15	100331392	100731392	400001	.	chr15-AQ2,chr15:100530392-100532392	chr15-AQ2,chr15:100521392-100541392	chr15-AQ2,chr15:100431392-100631392	chr15-AQ2,chr15:100331392-100731392
chr15-AQ3	99531392	AQ3	chr15	99331392	99731392	400001	.	chr15-AQ3,chr15:99530392-99532392	chr15-AQ3,chr15:99521392-99541392	chr15-AQ3,chr15:99431392-99631392	chr15-AQ3,chr15:99331392-99731392
chr15-AQ5	97531392	AQ5	chr15	97331392	97731392	400001	.	chr15-AQ5,chr15:97530392-97532392	chr15-AQ5,chr15:97521392-97541392	chr15-AQ5,chr15:97431392-97631392	chr15-AQ5,chr15:97331392-97731392
chr15-BP1	16000000	BP1	chr15	15800000	16200000	400001	skip无法设计	chr15-BP1,chr15:15999000-16001000	chr15-BP1,chr15:15990000-16010000	chr15-BP1,chr15:15900000-16100000	chr15-BP1,chr15:15800000-16200000
chr15-BP0	17000000	BP0	chr15	16800000	17200000	400001	skip无法设计	chr15-BP0,chr15:16999000-17001000	chr15-BP0,chr15:16990000-17010000	chr15-BP0,chr15:16900000-17100000	chr15-BP0,chr15:16800000-17200000
chr15-BQ0	26000000	BQ0	chr15	25800000	26200000	400001	可设计在26M附近	chr15-BQ0,chr15:25999000-26001000	chr15-BQ0,chr15:25990000-26010000	chr15-BQ0,chr15:25900000-26100000	chr15-BQ0,chr15:25800000-26200000
chr15-BQ1	27000000	BQ1	chr15	26800000	27200000	400001	可设计在27M附近	chr15-BQ1,chr15:26999000-27001000	chr15-BQ1,chr15:26990000-27010000	chr15-BQ1,chr15:26900000-27100000	chr15-BQ1,chr15:26800000-27200000
chr15-CQ1	26000000	CQ1	chr15	25000000	27000000	2000001	.	chr15-CQ1,chr15:25999000-26001000	chr15-CQ1,chr15:25990000-26010000	chr15-CQ1,chr15:25900000-26100000	chr15-CQ1,chr15:25800000-26200000
chr15-CQ2	46000000	CQ2	chr15	45000000	47000000	2000001	.	chr15-CQ2,chr15:45999000-46001000	chr15-CQ2,chr15:45990000-46010000	chr15-CQ2,chr15:45900000-46100000	chr15-CQ2,chr15:45800000-46200000
chr15-CQ3	66000000	CQ3	chr15	65000000	67000000	2000001	.	chr15-CQ3,chr15:65999000-66001000	chr15-CQ3,chr15:65990000-66010000	chr15-CQ3,chr15:65900000-66100000	chr15-CQ3,chr15:65800000-66200000
chr15-CQ4	86000000	CQ4	chr15	85000000	87000000	2000001	.	chr15-CQ4,chr15:85999000-86001000	chr15-CQ4,chr15:85990000-86010000	chr15-CQ4,chr15:85900000-86100000	chr15-CQ4,chr15:85800000-86200000
chr16-AP0	1	AP0	chr16	1	200001	200001	.	chr16-AP0,chr16:1-1001	chr16-AP0,chr16:1-10001	chr16-AP0,chr16:1-100001	chr16-AP0,chr16:1-200001
chr16-AP1	1000000	AP1	chr16	800000	1200000	400001	.	chr16-AP1,chr16:999000-1001000	chr16-AP1,chr16:990000-1010000	chr16-AP1,chr16:900000-1100000	chr16-AP1,chr16:800000-1200000
chr16-AP2	2000000	AP2	chr16	1800000	2200000	400001	.	chr16-AP2,chr16:1999000-2001000	chr16-AP2,chr16:1990000-2010000	chr16-AP2,chr16:1900000-2100000	chr16-AP2,chr16:1800000-2200000
chr16-AP3	3000000	AP3	chr16	2800000	3200000	400001	.	chr16-AP3,chr16:2999000-3001000	chr16-AP3,chr16:2990000-3010000	chr16-AP3,chr16:2900000-3100000	chr16-AP3,chr16:2800000-3200000
chr16-AP5	5000000	AP5	chr16	4800000	5200000	400001	.	chr16-AP5,chr16:4999000-5001000	chr16-AP5,chr16:4990000-5010000	chr16-AP5,chr16:4900000-5100000	chr16-AP5,chr16:4800000-5200000
chr16-AQ0	90354753	AQ0	chr16	90154753	90354753	200001	可用16q0M	chr16-AQ0,chr16:90353753-90355753	chr16-AQ0,chr16:90344753-90364753	chr16-AQ0,chr16:90254753-90454753	chr16-AQ0,chr16:90154753-90354753
chr16-AQ1	89354753	AQ1	chr16	89154753	89554753	400001	.	chr16-AQ1,chr16:89353753-89355753	chr16-AQ1,chr16:89344753-89364753	chr16-AQ1,chr16:89254753-89454753	chr16-AQ1,chr16:89154753-89554753
chr16-AQ2	88354753	AQ2	chr16	88154753	88554753	400001	.	chr16-AQ2,chr16:88353753-88355753	chr16-AQ2,chr16:88344753-88364753	chr16-AQ2,chr16:88254753-88454753	chr16-AQ2,chr16:88154753-88554753
chr16-AQ3	87354753	AQ3	chr16	87154753	87554753	400001	.	chr16-AQ3,chr16:87353753-87355753	chr16-AQ3,chr16:87344753-87364753	chr16-AQ3,chr16:87254753-87454753	chr16-AQ3,chr16:87154753-87554753
chr16-AQ5	85354753	AQ5	chr16	85154753	85554753	400001	.	chr16-AQ5,chr16:85353753-85355753	chr16-AQ5,chr16:85344753-85364753	chr16-AQ5,chr16:85254753-85454753	chr16-AQ5,chr16:85154753-85554753
chr16-BP1	34335801	BP1	chr16	34135801	34535801	400001	.	chr16-BP1,chr16:34334801-34336801	chr16-BP1,chr16:34325801-34345801	chr16-BP1,chr16:34235801-34435801	chr16-BP1,chr16:34135801-34535801
chr16-BP0	35335801	BP0	chr16	35135801	35535801	400001	.	chr16-BP0,chr16:35334801-35336801	chr16-BP0,chr16:35325801-35345801	chr16-BP0,chr16:35235801-35435801	chr16-BP0,chr16:35135801-35535801
